primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Iván Darvas,1925,2007,actor,"tt0047180,tt0245111,tt0058360,tt0120716",6.107987302486306,nm0201780,"Drama,Musical,War, Comedy,Romance, Adventure, Crime, Comedy, Drama, Adventure,Comedy,Crime, Drama,History, Comedy,Drama, Drama,Romance, Family, Comedy,Crime,Musical, Comedy,War"
Mümtaz Ener,1907,1989,"actor,director,writer","tt0322798,tt0312861,tt0274931,tt0314462",5.4705794637349445,nm0256937,"Adventure,Comedy,Romance, Adventure,Drama,Western, Adventure, Comedy, Adventure,Crime,Romance, Drama,Romance, Adventure,Drama, Crime,Thriller, Crime,Drama, Comedy,Romance, Drama, Drama,War, Romance, Adventure,Crime"
Carlo Giuffrè,1928,2018,"actor,miscellaneous,writer","tt0087843,tt0086338,tt0056208,tt0063485",5.290150355821966,nm0320218,"Comedy,Family,Fantasy, Comedy,Romance, Comedy, Drama, Drama,War, Romance, Biography,Drama, Comedy,Musical, Comedy,Drama"
Izzet Günay,1934,NA,actor,"tt0283861,tt0407845,tt0413498,tt0288412",5.5828187138638,nm0348029,"Crime,Drama,Thriller, Adventure, Comedy, Drama,Romance,War, Adventure,Comedy,Western, Crime,Drama,Romance, Comedy,Drama, Drama,Romance, Comedy,Mystery, Adventure,Drama, Adventure,Romance, Comedy,Romance, Crime,Drama, Drama, Drama,War, Romance, Comedy,Fantasy, Comedy,Musical,Romance, Comedy,Fantasy,Thriller, Comedy,Drama,Romance, Comedy,Crime,Romance, Adventure,Crime, Comedy,Crime,Mystery"
Rudolf Hrusínský,1920,1994,"actor,soundtrack,director","tt0049147,tt0083162,tt0063633,tt0314483",6.214119229070113,nm0398703,"Comedy,Crime,Mystery, Comedy,Drama,War, Crime,Drama,Thriller, Crime, Comedy, Family,Fantasy, Adventure,Comedy,Family, Biography,Comedy,Drama, Adventure,Comedy,Drama, Comedy,Crime, Comedy,Drama, Drama,Mystery,Thriller, Comedy,War, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Crime,Drama, Comedy,Crime,Fantasy, Comedy,Drama,History, Comedy,Family,Fantasy, Drama,History, Drama,Romance, Biography,Drama,History, Crime,Drama,Sci-Fi, Biography,Drama,War, Comedy,Horror,Mystery, Drama, Drama,War, Comedy,Musical, Comedy,Fantasy, Animation,Comedy, Comedy,Sport, Comedy,Drama,Romance, Drama,History,War, Crime,Mystery"
Paul Hörbiger,1894,1981,"actor,soundtrack,producer","tt0047693,tt0041959,tt0027858,tt0027548",5.822517880060115,nm0405977,"Comedy, Comedy,Music, Biography, Drama,Romance, Comedy,Drama, Action,Adventure,Comedy, Fantasy, Crime,Drama, Drama,Music, Comedy,Romance, Drama, Romance, Comedy,Musical, Comedy,Musical,Romance, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Crime,Romance, Musical"
Ryô Ikebe,1918,2010,"actor,soundtrack","tt0051439,tt0182685,tt0056327,tt0154752",6.138133717545451,nm0407411,"Action, Crime, Comedy, Action,Sci-Fi, Sci-Fi,Thriller, Comedy,Drama, Action,Drama, Drama,Romance, Horror,Thriller, Romance,War, Crime,Thriller, War, Fantasy,Romance, Crime,Drama, Action,Crime,Drama, Action,Adventure,Sci-Fi, Drama, Drama,War, Action,Crime"
Jagdeep,1939,2020,"actor,music_department,soundtrack","tt0213500,tt0109117,tt0096140,tt0073707",5.867647639488081,nm0415556,"Thriller, Action,Thriller, Action, Comedy, Horror, Comedy,Drama, Musical,Romance, Action,Drama,Family, Crime,Thriller, Comedy,Drama,Family, Action,Adventure,Crime, Action,Romance, Romance, Mystery,Romance,Thriller, Action,Drama,Romance, Action,Comedy,Drama, Musical, Family,Thriller, Action,Fantasy, Action,Adventure, Drama,Romance, Action,Drama, Crime,Mystery,Thriller, Drama,Family, Comedy,Family,Musical, Fantasy, Action,Crime,Drama, Drama, Action,Comedy,Crime, Action,Crime, Drama,Thriller"
Rudolf Kowalski,1948,NA,"actor,writer","tt0115117,tt0446726,tt0821060,tt0891414",5.627524464498688,nm0468643,"Thriller, Crime,Drama,Thriller, Adventure, Crime, Comedy, Family,Fantasy, Crime,Thriller, Crime,Family, Crime,Drama, Comedy,Romance, Drama, Romance, Animation,Comedy, Drama,Thriller"
Ching-Ying Lam,1952,1997,"actor,producer,stunts","tt0085211,tt0089371,tt0067824,tt0068935",5.3661920951148225,nm0482580,"Comedy,Fantasy,Horror, Action,Comedy,Fantasy, Action,Drama,War, Action, Action,Comedy,Horror, Comedy, Horror, Action,Comedy, Action,Drama, Horror,Thriller, Crime,Drama,Horror, Action,Adventure,Crime, Drama, Action,Adventure,Fantasy, Adventure,Fantasy, Comedy,Fantasy, Fantasy,Horror, Action,Crime, Comedy,Crime,Fantasy, Action,Comedy,Drama, Comedy,Horror, Action,Adventure,War"
Enrico Lo Verso,1964,NA,actor,"tt0395119,tt0139951,tt0102070,tt1263750",5.8835989466042005,nm0516272,"Thriller, History, Animation,Drama,Fantasy, Comedy, Biography,History, Biography,Documentary,Drama, Comedy,Crime, Drama,Romance, Comedy,Drama, Mystery, Biography,Drama,History, Crime,Drama, Biography,Documentary, Action,Crime,Drama, Biography,Drama,Music, Drama, Comedy,Drama,Romance, Drama,History,War"
Rade Markovic,1921,2010,"actor,make_up_department,miscellaneous","tt0181869,tt0180182,tt0042359,tt0058277",6.266075245373103,nm0548589,"Comedy,Drama,Horror, Action, Action,War, Comedy, Drama,Romance,War, Adventure,Comedy,Western, Drama,Horror, Comedy,Drama,Sport, Drama,History, Comedy,Drama,Fantasy, Crime,Thriller, War, Drama, Drama,War, Comedy,Drama,Music, Romance, Adventure,Fantasy, Action,Crime,Thriller, Drama,Thriller"
Adalberto Martínez,1916,2003,"actor,soundtrack,writer","tt0074107,tt0274051,tt0313496,tt0272459",5.6950199266759345,nm0554959,"Comedy, Adventure,Comedy,Family, Adventure,Comedy,Drama, Comedy,Drama, Comedy,Crime,Drama, Action,Adventure,Comedy, Comedy,Drama,Family, Action,Adventure,Drama, Comedy,Drama,Musical, Comedy,Crime,Fantasy, Action,Comedy,Drama, Comedy,Horror, Musical, Comedy,Fantasy,Sport, Comedy,Fantasy,Musical, Action,Drama, Comedy,Mystery, Drama,Family, Comedy,Drama,Thriller, Adventure,Drama, Comedy,Drama,Western, Adventure,Comedy,Crime, Comedy,Horror,Mystery, Comedy,Drama,Music, Comedy,Musical, Comedy,Fantasy,Sci-Fi, Comedy,Musical,Sci-Fi, Comedy,Drama,Romance"
Michael Moriarty,1941,NA,"actor,soundtrack,writer","tt0098844,tt0089767,tt0077025,tt0115956",5.8208107328160335,nm0605363,"Thriller, Comedy,Fantasy,Horror, Drama,Romance,War, Action,Drama,Mystery, Comedy,Drama,Family, Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Drama, Action,Drama,Romance, Action,Drama,Thriller, Crime,Horror, Drama,Family,Thriller, Biography,Drama,Family, Drama,Sport, Comedy,Horror,Sci-Fi, Action,Adventure, Horror,Mystery,Thriller, Drama,Fantasy, Comedy,Horror,Thriller, Drama,Romance, Drama,Western, Horror,Sci-Fi, Drama,Family, Biography,Drama,History, Crime,Fantasy,Mystery, Action,Crime,Drama, Drama, Drama,War, Biography,Drama, Drama,Thriller, Drama,Fantasy,Thriller"
Bill Moseley,1951,NA,"actor,soundtrack,producer","tt0100258,tt0251736,tt0963194,tt0395584",4.718206657839457,nm0608405,"Fantasy,Horror,Thriller, Horror, Drama,Horror, Crime,Horror,Thriller, Horror,Thriller, Crime,Drama,Horror, Action,Horror, Adventure,Horror,Thriller, Action,Horror,Mystery, Action,Animation,Horror, Comedy,Drama,Romance, Action,Crime,Horror, Drama,Thriller, Comedy,Horror"
Gunnar Möller,1928,2017,"actor,soundtrack","tt0088579,tt0069982,tt0056362,tt0138683",6.580011037563198,nm0617875,"Adventure,Drama,Musical, Crime, Comedy, Comedy,Music, Comedy,Music,Romance, Comedy,Romance, Adventure,Comedy,Crime, Crime,Drama, Drama,Music, Drama, Drama,War, Romance, Adventure,Thriller, Comedy,Musical, Comedy,Family, Musical, Drama,History,War"
Suresh Oberoi,1946,NA,"actor,producer","tt0089599,tt8983202,tt13751694,tt0084385",5.387548893800868,nm0643350,"Thriller, Action,Thriller, Action, Crime,Drama,Thriller, Drama,Mystery,Thriller, Action,Drama,Family, Crime,Thriller, Crime,Drama,Sport, Crime,Drama, Action,Romance, Romance, Action,Drama,Romance, Action,Comedy,Drama, Action,Mystery,Thriller, Crime,Horror,Mystery, Drama,Musical,Romance, Drama,Family,Romance, Drama,Horror,Musical, Crime,Mystery,Thriller, Action,Drama, Drama,Family, Action,Drama,Musical, Action,Adventure,Romance, Action,Crime,Drama, Drama, Biography,Drama, Action,Biography,Drama, Action,Crime"
Takashi Shimura,1905,1982,actor,"tt0047478,tt0041699,tt0042876,tt0044741",6.468940970313956,nm0793766,"Action,Drama,War, Action,Horror,Sci-Fi, Comedy, Action,Adventure, Drama,History, Action,Drama, Horror,Sci-Fi, Crime,Drama,Mystery, Crime,Drama, Comedy,Romance, Action,Adventure,Drama, Drama, Action,Crime, Action,Crime,Thriller"
Peter Simonischek,1946,2023,actor,"tt0371710,tt4048272,tt7368554,tt3260022",5.669077701054561,nm0800638,"Crime,Drama,Thriller, Crime, Drama,Family,Romance, Comedy,Drama, Crime,Drama,Romance, Drama,Romance, Mystery, Drama,Fantasy,Horror, Crime,Thriller, Comedy,Romance, Drama,Music, Crime,Drama, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Romance, Horror,Mystery,Romance, Drama,History,Romance, Drama,Music,Romance, Drama,History,War"
Devid Striesow,1973,NA,actor,"tt0363163,tt0813547,tt0384369,tt1016150",5.610662856161002,nm0834479,"Thriller, Crime,Drama,History, Crime, Adventure,Comedy,Family, Comedy, Comedy,Music, Drama,History, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Adventure,History, Comedy,Drama,Thriller, Biography,Drama,History, Crime,Drama, Drama, Romance, Biography,Drama, Drama,Sport,Thriller, Comedy,Drama,Romance, Drama,Thriller, Drama,Horror,Romance"
Stuart Whitman,1928,2020,"actor,soundtrack,miscellaneous","tt0056197,tt0054757,tt0069005,tt0058585",5.464515625045781,nm0926183,"Thriller, Action,Drama,War, Adventure,Comedy,Family, Horror, Horror,Mystery, Drama,Horror, Adventure,Drama,Thriller, Crime,Drama,Film-Noir, Crime,Horror,Thriller, Comedy,Drama, Drama,Mystery,Thriller, Horror,Sci-Fi,Thriller, Horror,Thriller, Crime,Thriller, Crime,Drama, Action,Adventure,Crime, Action,Adventure,Drama, Action,Sci-Fi,Western, Action,Drama,Romance, Drama,Family,Western, Drama,History,Romance, Adventure, Drama,Sport, Comedy,Romance,Western, Action,Adventure, Crime,Mystery,Thriller, Drama,Romance, Action,Adventure,Horror, Drama,Western, Biography,Drama,History, Adventure,Crime,Drama, Action,Crime,Drama, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Adventure,Thriller, Biography,Crime,Drama, Adventure,Drama,Family, Drama,Thriller"
Jonathan Zaccaï,1970,NA,"actor,director,writer","tt0955308,tt1226334,tt11703710,tt4063800",5.358219849066385,nm0951520,"Thriller, Crime,Drama,Thriller, Comedy, Comedy,Drama,Sport, Drama,Fantasy, Comedy,Drama, Crime,Mystery,Thriller, Comedy,Drama,Fantasy, Biography,Drama,History, Crime,Drama, Comedy,Romance, Drama, Drama,Mystery, Comedy,Fantasy, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller, Fantasy,Thriller, Drama,Fantasy,Thriller"
Sunil,1974,NA,actor,"tt1582546,tt11663228,tt20850406,tt9389998",5.8404905255383595,nm1198628,"Thriller, Action, Action,Family, Crime, Comedy, Comedy,Music,Romance, Comedy,Crime, Drama,Romance, Action,Drama, Comedy,Drama, Horror,Thriller, Crime,Thriller, Action,Drama,Horror, Drama, Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Family, Action,Comedy,Drama"
Sonu Sood,1973,NA,"actor,producer,director","tt0449994,tt1620719,tt1756476,tt2461132",5.813357343400411,nm1399243,"Adventure,Comedy,Romance, Action, Action,Comedy, Drama,Romance,Thriller, Horror,Mystery,Thriller, Comedy,Drama, Action,Drama, Drama,Romance, Action,Drama,History, Biography,Drama,History, Action,Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Romance, Action,Adventure,Fantasy, Action,Drama,Romance, Action,Drama,Thriller, Action,Comedy,Thriller, Action,Comedy,Drama, Drama,Thriller, Comedy,Horror, Drama,Family,Mystery"
Kaushik Banerjee,NA,NA,actor,"tt1400528,tt6754978,tt7166224,tt7351230",6.182508313510475,nm1738026,"Thriller, Action, Drama,Musical,Romance, Adventure, Comedy, Drama,Romance, Action,Drama, Drama,Family, Action,Drama,Family, Action,Drama,Musical, Drama, Romance, Action,Drama,Romance, Drama,Family,Musical, Comedy,Drama,Musical, Action,Comedy,Drama, Drama,Musical"
Shivarajkumar,1962,NA,"actor,music_department,writer","tt3189256,tt11663228,tt4768812,tt0317942",6.355686184497321,nm3462447,"Thriller, Action,Thriller, Action, Crime,Drama,Thriller, Action,Fantasy, Comedy, Drama,Sport, Action,Comedy, Drama,Horror,Thriller, Horror,Romance,Thriller, Drama,Romance, Comedy,Drama, Action,Drama, Action,Biography,Crime, Horror,Thriller, Action,Drama,Family, Action,Crime,Drama, Drama, Action,Comedy,Crime, Romance, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Crime"
Thambi Ramaiah,1956,NA,"actor,director,writer","tt10152736,tt1841762,tt2404801,tt4987556",5.665888985247203,nm4446366,"Thriller, Action,Thriller, Action, Comedy, Romance,Thriller, Action,Adventure, Comedy,Horror,Thriller, Comedy,Crime, Comedy,Drama, Action,Drama, Drama,Family, Horror,Thriller, Comedy,Thriller, Action,Sci-Fi,Thriller, Action,Romance, Drama, Action,Horror,Thriller, Action,Crime,Thriller, Comedy,Drama,Romance, Family, Fantasy,Thriller, Musical,Romance,Thriller"
Afran Nisho,NA,NA,"actor,writer,cinematographer","tt13356580,tt22462104,tt28218009,tt20191212",6.775242091672046,nm8851365,"Thriller, Crime,Romance,Thriller, Crime,Drama,Thriller, Drama,Horror,Thriller, Crime,Horror,Thriller, Drama,Romance, Comedy,Drama, Action,Drama, Drama,Family, Horror,Thriller, Crime,Drama, Comedy,Romance, Action,Crime,Drama, Drama, Romance, Comedy,Drama,Romance, Drama,Thriller"
John Wayne,1907,1979,"actor,producer,soundtrack","tt0056217,tt0053580,tt0075213,tt0065126",6.039428233418507,nm0000078,"Adventure,Comedy,Romance, Action,Drama,War, Adventure,Drama,Western, Crime,Drama,History, Drama,Romance,Western, Drama,Romance,War, Adventure,War,Western, Documentary, Biography,Drama,Western, Action,Adventure,Comedy, Action,Adventure,Drama, Comedy,Family,History, Action,Drama,Romance, Drama,War,Western, Action,Comedy,Drama, Comedy,Western, Adventure,Drama,Romance, Comedy,Romance,Western, Action,Adventure, Adventure,Drama,History, Drama,Western, Action,Drama,History, Adventure,Biography,History, Adventure,Drama, Action,Crime,Drama, Biography,Documentary, Biography,Drama,War, Action,Comedy,Crime, Drama,War, Comedy,Drama,Romance"
Antonio Banderas,1960,NA,"actor,soundtrack,producer","tt1189073,tt0120746,tt0120657,tt0112851",5.837713954297765,nm0000104,"Thriller, Action,Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Adventure,Family,Musical, Adventure,Comedy,Family, Comedy, Crime,Mystery,Romance, Action,Comedy, Comedy,Drama,Sport, Action,Drama,Sci-Fi, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Thriller, Adventure,Animation,Comedy, Crime,Drama,Mystery, Drama,Horror,Mystery, Action,Crime,Mystery, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Thriller, Comedy,Crime,Romance, Drama,Romance,Thriller, Action,Adventure, Crime,Mystery,Thriller, Action,Adventure,Animation, Drama,Fantasy,Horror, Action,Drama,History, Comedy,Drama,Thriller, Biography,Drama,History, Action,Adventure,Romance, Comedy,Romance, Drama,Music, Action,Crime,Drama, Biography,Drama,Music, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Action,Adventure,Sci-Fi, Action,Adventure,Fantasy, Comedy,Musical, Action,Adventure,History, Drama,Thriller"
Gérard Depardieu,1948,NA,"actor,producer,soundtrack","tt0099334,tt0103594,tt0120744,tt0099699",5.984717045724996,nm0000367,"Comedy,Drama,War, Comedy,Drama,Mystery, Fantasy,Sci-Fi, Crime, Adventure,Comedy,Family, Action,Comedy, Drama,Romance,War, Biography,Drama,Romance, Comedy,Crime, Comedy,Drama, Comedy,Crime,Drama, Action,Adventure,Drama, Action,Comedy,Drama, Drama,Music,Romance, Adventure,Animation,Family, Comedy,Family,Fantasy, Comedy,Music, Drama,Fantasy, Crime,Drama,Romance, Comedy,Drama,Thriller, Biography,Drama,History, Adventure,Comedy,Crime, Action,Adventure,Sci-Fi, Comedy,Drama,Music, Biography,Crime,Drama, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Comedy,Crime,Mystery, Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy,Drama,Sci-Fi, Comedy, Biography,Comedy,Drama, Action,Biography,Crime, Documentary, Comedy,Drama,Fantasy, Horror,Sci-Fi,Thriller, Crime,Drama, Drama,Music,Mystery, Romance, Drama,History,Romance, Drama,History,Sport, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,History, Comedy,Crime,Thriller, Action,Crime,Fantasy, Drama,History, Drama,Romance, Adventure,Biography,Drama, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Drama,War, Comedy,Sport, Drama,History,War"
Woody Harrelson,1961,NA,"actor,producer,soundtrack","tt0117318,tt2356777,tt0110632,tt1156398",6.247519297231732,nm0000437,"Crime,Drama,Thriller, Comedy, Drama,Romance,Western, Drama,Romance,War, Comedy,Drama,Sport, Comedy,Crime, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Drama,Mystery, Crime,Drama, Action,Adventure,Crime, Action,Adventure,Drama, Documentary,Sport, Animation,Comedy,Documentary, Action,Drama,Thriller, Action,Comedy,Horror, Documentary,History, Drama,Romance, Crime,Mystery,Thriller, Action,Adventure,Animation, Action,Drama,History, Drama,Western, Biography,Drama,History, Action,Crime,Drama, Action,Sci-Fi,Thriller, Action,Adventure,Sci-Fi, Drama, Drama,War, Action,Comedy,Crime, Comedy,Drama,Music, Biography,Drama, Biography,Crime,Drama, Animation,Comedy, Comedy,Sport, Action,Crime,Romance, Comedy,Drama,Romance"
Terence Stamp,1938,NA,"actor,soundtrack,director","tt0165854,tt0109045,tt1047011,tt1385826",5.772388942167375,nm0000654,"Thriller, Crime,Drama,Thriller, Romance,Western, Family,Fantasy,History, Horror, Action,Animation,Fantasy, Drama,Horror, Action,Sci-Fi, Adventure,Comedy,Horror, Documentary, Biography,Drama,Sci-Fi, Action,Adventure,Comedy, Crime,Thriller, Crime,Drama, Crime,Drama,Mystery, Drama,Mystery, Drama,Horror,Mystery, Drama,History,Romance, Action,Crime,Thriller, Comedy,Family,Fantasy, Comedy,Music, Drama,Romance, Thriller,War, Action,Crime,Drama, Drama, Comedy,Drama,Music, Action,Comedy,Crime, Biography,Drama, Action,Adventure,Fantasy, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Sci-Fi"
James Caan,1940,2022,"actor,soundtrack,director","tt0083190,tt0068646,tt0073631,tt0100157",6.135289413020236,nm0001001,"Thriller, Comedy,Fantasy,Romance, Action,Drama,War, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Adventure,Comedy,Family, Drama,Romance,Western, Drama,Romance,War, Biography,Comedy,Drama, Drama,Horror,Thriller, Action,Sci-Fi, Sci-Fi,Thriller, Animation,Drama,Family, Comedy,Crime, Comedy,Drama, Western, Drama,Mystery,Thriller, Comedy,Crime,Drama, Crime,Thriller, Adventure,Animation,Comedy, Crime,Drama,Mystery, Action,Adventure,Crime, Crime,Drama, Action,Drama,Romance, Action,Comedy,Thriller, Action,Crime,Thriller, Drama,War,Western, Comedy,Crime,Romance, Action,Sci-Fi,Sport, Adventure,Drama,Romance, Family,Western, Comedy,Crime,Thriller, Action,Comedy,Family, Crime,Drama,Romance, Drama,Romance, Comedy,Romance,Thriller, Crime,Drama,Horror, Action,Crime,Drama, Action,Western, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Biography,Drama,Sport, Comedy,Drama,Romance, Action,Drama,Sport, Drama,Thriller, Sci-Fi"
David Carradine,1936,2009,"actor,producer,soundtrack","tt0378194,tt0490086,tt0072856,tt0074235",5.9800310067938,nm0001016,"Action,Thriller, Adventure,Drama,Western, Action,Comedy, Horror, Comedy,Crime, Comedy,Drama, Drama,Mystery,Thriller, Horror,Thriller, Action,Drama,Family, Animation,Comedy,Fantasy, Action,Adventure,Drama, Drama,Sport,Thriller, Action,Comedy,Drama, Adventure,Drama,Romance, Comedy,Horror,Thriller, Adventure,Drama,History, Action,Crime,Sci-Fi, Crime,Drama,Romance, Drama,Western, Drama,Music, Action,Adventure,Sci-Fi, Biography,Drama,Music, Action,Adventure,Fantasy, Comedy,Horror,Western, Biography,Crime,Drama, Adventure,Fantasy, Family, Drama,Thriller, Thriller, Action, Action,War, Comedy, Drama,Romance,Western, Horror,Mystery, Drama,Horror,Thriller, Action,Sci-Fi, Action,Drama,Sci-Fi, Action,Romance,Western, Western, Comedy,Drama,Fantasy, Action,Adventure,Comedy, Crime,Thriller, Crime,Drama, Romance, Adventure,Family, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Western, Action,Documentary, Action,Comedy,Sci-Fi, Crime,Mystery,Thriller, Action,Drama, Horror,Sci-Fi, Action,Drama,Western, Adventure,Drama, Crime,Fantasy,Mystery, Crime,Sci-Fi, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Biography,Drama, Action,Crime, Action,Adventure,War"
Bruce Davison,1946,NA,"actor,director,producer","tt5071412,tt18335752,tt0120903,tt0100049",5.8279804426821205,nm0001117,"Thriller, Adventure,Comedy,Romance, Crime,Drama,Thriller, Adventure,Drama,Western, Action, Comedy, Horror, Drama,Romance,War, Action,Drama,Mystery, Drama,Horror,Thriller, Horror,Mystery, Sci-Fi,Thriller, Adventure,Comedy,Drama, Comedy,Drama, Western, Documentary, Horror,Thriller, Action,Adventure,Comedy, Comedy,Drama,Family, Crime,Drama,Mystery, Crime,Drama, Action,Adventure,Drama, Fantasy,Horror,Mystery, Romance, Mystery,Romance,Thriller, Action,Horror,Thriller, Adventure,Family, Action,Drama,Thriller, Drama,Fantasy,Musical, Comedy,Horror, Crime,Horror,Mystery, Comedy,Family,Fantasy, Comedy,Romance,Sport, Action,Horror,Sci-Fi, Drama,Romance,Thriller, Horror,Mystery,Thriller, Drama,Romance, Horror,Sci-Fi, Adventure,Comedy,Fantasy, Drama,History,Thriller, Biography,Drama,History, Action,Adventure,Sci-Fi, Drama, Mystery,Thriller, Biography,Drama, Comedy,Musical, Biography,Crime,Drama, Comedy,Family,Romance, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Sci-Fi"
Leslie Cheung,1956,2003,"actor,music_department,soundtrack","tt0093978,tt0101258,tt0118845,tt0106332",5.855375808448753,nm0002000,"Action,Comedy,Fantasy, Action, Comedy, Romance,Thriller, Drama,Romance,Thriller, Action,Fantasy,Horror, Drama,Romance, Crime,Drama,Romance, Action,Drama, Comedy,Drama, Drama,Fantasy,Music, Comedy,Crime,Drama, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Drama, Action,Comedy,Crime, Comedy,Musical,Romance, Action,Fantasy,Romance, Action,Crime,Thriller, Comedy,Drama,Romance, Comedy,Family, Comedy,Crime,Romance, Drama,Music,Romance, Crime,Horror,Mystery"
Gian Maria Volontè,1933,1994,"actor,director,writer","tt0065531,tt0058461,tt0065889,tt0059578",6.144360192418849,nm0002231,"Thriller, Adventure,Comedy,History, Crime,Drama,Thriller, Biography,Drama,Mystery, Crime,Drama,History, Drama,Sport, Horror,Mystery, Drama,Fantasy, Drama,History, Drama,Romance, Western, Comedy,Drama, Drama,Mystery,Thriller, Crime,Drama,Romance, Drama,Western, Documentary, Action,Drama,Western, Biography,Drama,History, Crime,Drama,Mystery, Crime,Drama, Action,Western, Biography,Drama,War, Drama, Drama,War, Biography,Crime,Drama, Drama,Thriller"
Gustav Knuth,1901,1987,"actor,soundtrack","tt0049003,tt0055111,tt0048624,tt0049762",6.640012232815623,nm0003585,"Adventure, Crime, Comedy, Comedy,Music, Drama,History, Comedy,Crime, Drama,Romance, Comedy,Drama, Western, Drama,Family, Crime,Drama, Comedy,Romance, Drama, Drama,War, Comedy,Musical, Comedy,Musical,Romance, Drama,History,Romance, Drama,Thriller, Adventure,Crime"
Heinz Rühmann,1902,1994,"actor,producer,soundtrack","tt0053674,tt0049293,tt0053047,tt0060654",5.845636448184451,nm0004464,"Comedy,Drama,War, Comedy,Fantasy,Romance, Crime,Drama,Thriller, Comedy, Biography,Comedy,Drama, Animation, Comedy,Crime, Comedy,Drama, Drama,Family, Comedy,Crime,Drama, Comedy,Romance, Crime,Drama, Drama, Comedy,Family"
Gil Bellows,1967,NA,"actor,producer,director","tt4687882,tt0110395,tt8594276,tt0111161",4.977683691183478,nm0004743,"Thriller, Crime,Romance,Thriller, Action,Thriller, Drama,Mystery,Romance, Comedy, Comedy,Drama,Sport, Drama,Horror,Thriller, Adventure,Fantasy,Horror, Crime,Drama,Romance, Comedy,Drama, Drama,Family, Comedy,Crime,Drama, Adventure,Comedy,Fantasy, Crime,Thriller, Adventure,Crime,Drama, Action,Crime,Drama, Comedy,Romance, Crime,Drama,Mystery, Drama, Drama,War, Drama,Horror,Mystery, Adventure,Horror,Sci-Fi, Action,Drama,Romance, Fantasy,Horror, Drama,History,Romance, Comedy,Drama,Romance, Drama,Thriller"
Bo Hopkins,1938,2022,"actor,producer","tt0068638,tt0069704,tt0077928,tt0065214",5.657505792766359,nm0005019,"Thriller, Comedy,Drama,War, Horror, Drama,Romance,Western, Comedy,Drama, Western, Horror,Sci-Fi,Thriller, Action,Adventure,Comedy, Crime,Drama, Action,Adventure,Crime, Action,Drama,Romance, Action,Crime,Thriller, Action,Comedy,Drama, Comedy,Western, Crime,Horror,Mystery, Action,Horror,Sci-Fi, Drama,Sport, Action,Adventure, Action,Drama, Drama,Western, Drama,Family, Adventure,Family,Western, Action,Crime,Drama, Action,Western, Drama, Fantasy,Music, Comedy,Family,Romance, Biography,Crime,Drama, Action,Crime, Drama,Thriller"
Vinnie Jones,1965,NA,"actor,soundtrack,producer","tt0376994,tt0208092,tt0120735,tt0805570",4.949208470951555,nm0005068,"Thriller, Action,Thriller, Crime,Drama,Thriller, Action, Action,Fantasy, Comedy,Crime,Horror, Comedy,Romance,Sport, Drama,Horror,Sci-Fi, Drama,Horror,Thriller, Horror,Mystery,Thriller, Adventure,Comedy,Drama, Comedy,Crime, Crime,Mystery,Thriller, Action,Drama, Drama,Fantasy,Mystery, Comedy,Crime,Drama, Horror,Thriller, Action,Horror, Crime,Thriller, Action,Crime,Drama, Action,Sci-Fi,Thriller, Crime,Drama, Action,Comedy,Crime, Action,Adventure,Fantasy, Action,Crime,Thriller"
