primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Trinity Loren,1964,1998,"actress,writer","tt0182209,tt0153792,tt0136919,tt0136028",5.927555730277787,nm0520595,"Adult,Crime,Mystery, Adult,Romance, Adult, Adult,Comedy"
Marisa Merlini,1923,2008,"actress,soundtrack","tt0049832,tt0046159,tt0063032,tt0474917",5.470460042409323,nm0581028,"Comedy,Romance, Drama,Music, Comedy, Drama, Comedy,Musical, Adventure,Drama,History, Comedy,Drama, Comedy,Drama,Romance, Drama,Romance"
Aoi Miyazaki,1985,NA,"actress,soundtrack","tt0450475,tt2140203,tt0297905,tt4384088",5.799993315064949,nm0594497,"Thriller, Drama,Music,Sci-Fi, Crime,Drama,Thriller, Horror, Adventure,Animation,Drama, Comedy,Music, Animation,Drama,Family, Crime,Drama,Romance, Drama,Romance, Documentary, Comedy,Drama, Drama,Mystery,Thriller, Action,Adventure,Animation, Drama,Family, Biography,Drama,History, Biography,Drama,War, Drama, Romance, Biography,Drama, Family, Drama,Thriller, Drama,Music,Romance"
Necla Nazir,1956,NA,actress,"tt2007346,tt2007345,tt0282000,tt10864908",5.425767604835287,nm0623455,"Adventure,Drama, Adventure,Crime,Drama, Comedy,Romance, Drama,Music, Crime,Drama, Drama, Action,Drama,Romance, Drama,Romance, Comedy,Drama,Romance, Drama,Music,Romance, Adventure,Drama,Romance"
Bulle Ogier,1939,NA,"actress,writer","tt0074443,tt0068361,tt0062663,tt0071381",5.602137468694243,nm0644680,"Thriller, Comedy, Drama,Romance,Thriller, Drama,Fantasy, Comedy,Drama, Drama,Romance, Drama,Music,War, Documentary,Drama,Fantasy, Drama,Fantasy,Mystery, Comedy,Drama,Fantasy, Adventure,Crime,Drama, Crime,Drama, Drama,Music, Drama, Drama,Mystery, Comedy,Musical, Comedy,Fantasy, Comedy,Drama,Romance, Drama,Thriller, Drama,Music,Romance"
Candice Bergen,1946,NA,"actress,producer,soundtrack","tt0094514,tt0212346,tt0256415,tt0901476",5.679822394135537,nm0000298,"Thriller, Crime,Drama,Thriller, Comedy, Comedy,Crime,Thriller, Comedy,Documentary, Drama,Romance, Comedy,Sci-Fi, Drama,Fantasy,Mystery, Documentary, Comedy,Drama, Action,Drama,Western, Adventure,Fantasy,Mystery, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Action,Adventure,Drama, Drama, Action,Comedy,Crime, Drama,War,Western, Comedy,Drama,Romance, Drama,Thriller, Adventure,Drama,Romance"
Nathalie Baye,1948,NA,"actress,soundtrack,writer","tt1650048,tt0264464,tt0174330,tt0204709",5.60923304155551,nm0000882,"Thriller, Crime,Drama,Thriller, Comedy, Drama,Romance,Thriller, Drama,History, Documentary,Drama, Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Horror,Sci-Fi,Thriller, Comedy,Crime,Drama, Crime,Drama, Comedy,Romance, Drama, Documentary,Music, Drama,War, Biography,Crime,Drama, Comedy,Sport, Comedy,Drama,Romance, Drama,Thriller, Musical"
Monica Bellucci,1964,NA,"actress,soundtrack,producer","tt0465602,tt0213847,tt0234215,tt0242653",5.506937833004072,nm0000899,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Adventure,Comedy,Family, Comedy, Drama,Romance,War, Comedy,Crime, Documentary,Drama, Comedy,Drama, Documentary, Comedy,Drama,Fantasy, Action,Adventure,Comedy, Crime,Drama,Mystery, Crime,Drama, Drama,Horror,Mystery, Action,Crime,Mystery, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Thriller, Action,Comedy,Drama, Comedy,Crime,Thriller, Drama,Romance, Adventure,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Biography,Drama, Biography,Crime,Drama, Comedy,Drama,Romance, Drama,Thriller, Comedy,History,War"
Joan Chen,1961,NA,"actress,director,writer","tt0113492,tt0110725,tt0452631,tt0115005",5.70136741898073,nm0001040,"Action,Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Adventure, Drama,Family,Romance, Adventure,Sci-Fi,Western, Comedy, Drama,Fantasy, Documentary,Drama, Drama,Romance, Drama,Family, Biography,Drama,History, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Action,Adventure,Drama, Drama, Drama,War, Action,Adventure,Thriller, Romance, Action,Drama,Romance, Drama,History,Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Drama,Thriller, Action,Sci-Fi,Sport"
Kareena Kapoor,1980,NA,"actress,soundtrack,music_department","tt1562871,tt1187043,tt0488414,tt1093370",5.885148588225571,nm0004626,"Crime,Drama,Thriller, Drama,Musical,Romance, Comedy, Drama,Romance,Thriller, Comedy,Mystery,Thriller, Drama,Romance, Comedy,Drama, Action,Adventure,Comedy, Comedy,Drama,Family, Adventure,Animation,Comedy, Action,Crime,Drama, Comedy,Romance, Crime,Drama,Mystery, Action,Adventure,Sci-Fi, Drama, Action,Adventure,Thriller, Action,Biography,Drama, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Comedy,Drama, Comedy,Crime,Mystery"
Sonali Bendre,1975,NA,actress,"tt0255212,tt0347304,tt20319332,tt0200087",6.08860194622814,nm0007114,"Thriller, Action,Thriller, Drama,Musical,Romance, Comedy,Family,Fantasy, Comedy, Action,Comedy, Drama,Romance,Thriller, Drama,Romance, Action,Drama, Comedy,Crime,Drama, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Romance, Action,Drama,Romance, Comedy,Drama,Musical, Comedy,Crime,Romance, Action,Comedy,Drama"
Christine Boisson,1956,NA,actress,"tt0071464,tt0270707,tt0100836,tt0084116",5.297854712283536,nm0092381,"Thriller, Crime,Mystery, Comedy, Biography,History, Drama,Horror,Thriller, Drama,Fantasy, Drama,History, Comedy,Drama, Drama,Romance, Comedy,Crime,Drama, Crime,Drama, Biography,Documentary, Drama, Drama,War, Mystery,Thriller, Action,Crime, Comedy,Drama,Romance, Family, Adventure,Drama,Fantasy"
Krista Lane,1959,NA,actress,"tt0180512,tt0136806,tt0153725,tt0180193",5.080073193224458,nm0131471,"Action,Thriller, Adult,Sci-Fi, Adult,Comedy,Drama, Comedy, Adult,Crime,Mystery, Adult,Romance, Adult, Adult,Comedy,Sci-Fi, Adult,Comedy"
Divya Dutta,1971,NA,"actress,music_department,miscellaneous","tt2356180,tt11854694,tt0420332,tt1043451",6.091013246331064,nm0244890,"Thriller, Action, Comedy, Biography,Drama,Musical, Adventure,Comedy,Drama, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Crime,Drama, Drama,Mystery, Romance, Comedy,Drama,Horror, Drama,Musical,Romance, Drama,History, Drama,Romance, Fantasy,Mystery,Romance, Drama,Family, Drama,Family,Music, Fantasy, Action,Crime,Drama, Comedy,Romance, Biography,Drama,War, Drama, Comedy,Drama,Music, Action,Musical, Mystery,Thriller, Biography,Drama, Biography,Drama,Sport, Comedy,Fantasy, Biography,Drama,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Stefanie Powers,NA,NA,"actress,producer,soundtrack","tt0078622,tt0071607,tt0059988,tt0057298",5.599463373803192,nm0694619,"Action,Thriller, Comedy,Family,Fantasy, Comedy, Drama,Mystery,Sci-Fi, Crime,Sci-Fi,Thriller, Crime,Mystery,Thriller, Western, Comedy,Mystery, Drama,Romance, Comedy,Drama, Drama,Western, Action,Drama,Western, Horror,Thriller, Family,Romance, Action,Adventure,Comedy, Crime,Drama,Mystery, Action,Western, Drama, Adventure,Thriller, Comedy,Family, Drama,Thriller, Comedy,Western, Adventure,Crime,Mystery, Sci-Fi"
Linda Purl,1955,NA,"actress,soundtrack","tt0297560,tt9826984,tt0120751,tt7106948",5.5750704917619665,nm0700909,"Thriller, Crime,Drama,Thriller, Adventure, Comedy, Drama,Romance,Thriller, Animation, Drama,Romance, Action,Drama, Western, Drama,Mystery,Thriller, Drama,Western, Drama,Family, Horror,Thriller, Drama,History,Thriller, Crime,Thriller, Crime,Drama, Comedy,Romance, Drama, Drama,Sci-Fi, Drama,Thriller, Drama,Family,Mystery"
Savitri,1937,1981,"actress,director,producer","tt0255470,tt0256719,tt0263778,tt0331986",6.680175460608296,nm0767800,"Drama,Musical,Romance, Drama,Fantasy, Drama,History, Comedy,Drama, Drama,Romance, Action,Drama, Comedy,Drama,Fantasy, Drama,Family, Biography,Drama,History, Comedy,Drama,Family, Fantasy, Crime,Drama, Drama,History,Musical, Drama, Drama,War, Drama,Family,Musical, Comedy,Drama,Romance, Family, Fantasy,War, Drama,Musical"
Renée Soutendijk,1957,NA,actress,"tt1978200,tt1034415,tt0089323,tt0101831",5.598923640127804,nm0816030,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy,Family,Fantasy, Crime, Comedy, Drama,Romance,War, Horror, Biography,Sport, Drama,Romance, Drama,Mystery,Thriller, Drama,Romance,Sport, Biography,Drama,History, Action,Fantasy,Sci-Fi, Crime,Drama, Comedy,Romance, Biography,Drama,War, Drama, Drama,War, Drama,Mystery, Mystery,Romance,Thriller, Action,Crime,Thriller, Drama,Thriller, Drama,History,War"
Suzanne von Borsody,1957,NA,"actress,director","tt1202390,tt0161541,tt0130827,tt0338369",5.650062876579786,nm0902028,"Thriller, Drama,Family,Romance, Comedy, Family,Fantasy, Drama,Romance,War, Crime, Drama,Romance, Comedy,Drama, Drama,Family, Adventure,Drama, Comedy,Romance, Crime,Drama, Drama, Romance, Comedy,Drama,Romance, Family, Adventure,Drama,Family, Drama,Thriller"
Pam Grier,1949,NA,"actress,soundtrack,writer","tt0119396,tt0069897,tt0228333,tt0071517",5.242007684309861,nm0000427,"Action,Thriller, Crime,Drama,Thriller, Action, Crime,Mystery,Romance, Action,Horror,Sci-Fi, Drama,Sport, Comedy, Action,Adventure, Drama,Romance, Action,Drama, Horror,Thriller, Crime,Thriller, Action,Drama,Horror, Action,Crime,Drama, Crime,Drama, Drama, Action,Comedy,Crime, Action,Drama,Romance, Fantasy,Horror, Action,Drama,Thriller, Action,Crime,Thriller, Crime,Horror, Action,Crime, Action,Biography,Comedy"
Meg Foster,1948,NA,actress,"tt0093507,tt3835080,tt0096256,tt1731697",5.520183096404351,nm0001236,"Thriller, Comedy,Fantasy,Horror, Action, Adventure,Comedy,Sci-Fi, Action,Horror,Sci-Fi, Horror, Comedy, Action,Sci-Fi, Comedy,Horror,Thriller, Drama,Romance, Action,Drama, Western, Animation,Horror,Mystery, Horror,Thriller, Crime,Thriller, Crime,Drama,Mystery, Adventure,Comedy,Crime, Action,Adventure,Drama, Drama, Drama,Mystery, Biography,Drama, Action,Adventure,Fantasy, Drama,Thriller"
Ana Belén,1951,NA,"soundtrack,actress,director","tt0110785,tt0120960,tt0415421,tt0088954",5.260517638790158,nm0006702,"Crime,Romance,Thriller, Comedy,Romance, Comedy, Drama, Adventure,Musical, Comedy,Musical, Drama,Romance, Comedy,Drama, Drama,Thriller, Drama,Musical, Drama,History,War"
Lee Grant,1925,NA,"actress,director,producer","tt0061811,tt0073692,tt0077394,tt0166924",5.831108932738002,nm0335519,"Action,Thriller, Comedy, Horror, Drama,Horror,Thriller, Crime,Drama,Film-Noir, Drama,Romance, Comedy,Drama, Comedy,Mystery, Documentary, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Horror,Thriller, Crime,Drama, Crime,Drama,Mystery, Drama, Drama,War, Mystery,Sci-Fi, Biography,Drama, Action,Drama,Thriller, Comedy,Drama,Romance"
Aysen Gruda,1944,2019,"actress,writer","tt0485510,tt0253614,tt3698408,tt1783311",6.137304122895886,nm0344346,"Adventure, Comedy, Comedy,Drama, Drama,Family, Comedy,Drama,Family, Comedy,Romance, Adventure,Comedy,Crime, Comedy,History,Romance, Drama, Romance, Action,Drama,Romance, Comedy,Drama,Romance, Adventure,Comedy, Comedy,Crime,Mystery"
Vijayshanti,1966,NA,actress,"tt0250665,tt0250463,tt0261884,tt7489484",6.392645210955327,nm0897227,"Action,Comedy,Fantasy, Action,Thriller, Action, Comedy, Action,Family,Musical, Action,Crime,Musical, Drama,Romance, Action,Drama, Comedy,Drama, Crime,Family, Crime,Drama,Family, Action,Crime,Drama, Action,Romance, Action,Adventure,Drama, Drama, Action,Comedy,Crime, Romance, Action,Drama,Romance, Drama,Family,Musical, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Drama"
Penélope Cruz,1974,NA,"actress,soundtrack,producer","tt0259711,tt0497465,tt1298650,tt0441909",5.761671662043411,nm0004851,"Adventure,Comedy,Romance, Comedy,Fantasy,Romance, Action,Thriller, Crime,Drama,Thriller, Drama,Romance,War, Drama,Romance,Western, Drama,Mystery,Sci-Fi, Comedy,Music,Romance, Biography,Drama,Romance, Comedy,Drama, Documentary, Comedy,Drama,Fantasy, Action,Adventure,Comedy, Crime,Drama, Action,Adventure,Crime, Crime,Drama,Mystery, Drama,Music,Romance, History, Drama,Musical,Romance, Drama,Romance,Thriller, Horror,Mystery,Thriller, Drama,Romance, Fantasy,Mystery,Romance, Action,Adventure,Animation, Comedy,Romance, Drama, Action,Comedy,Crime, Action,Adventure,Fantasy, Biography,Crime,Drama, Comedy,Drama,Romance, Drama,Thriller"
Urmila Matondkar,1974,NA,actress,"tt0281102,tt0341266,tt0352314,tt0195002",6.172301461707258,nm0007107,"Thriller, Action,Thriller, Action, Adventure,Comedy,Family, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Action,Adventure,Comedy, Action,Comedy,Romance, Adventure,Animation,Comedy, Crime,Drama,Mystery, Action,Romance, Drama,Horror,Mystery, Action,Drama,Romance, Comedy,Musical,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Musical, Action,Comedy,Drama, Drama,Musical,Romance, Drama,Romance,Thriller, Horror,Mystery,Thriller, Drama,Romance, Action,Drama, Drama,Family, Action,Drama,Musical, Action,Adventure,Romance, Comedy,Thriller, Comedy,Romance, Action,Crime,Drama, Mystery,Romance, Drama, Action,Comedy,Crime, Mystery,Thriller, Action,Crime,Romance, Action,Crime, Comedy,Drama,Romance, Drama,Musical"
Siiri Angerkoski,1902,1971,"actress,soundtrack","tt0133371,tt0030514,tt0417416,tt0046172",4.592652156419441,nm0029781,"Biography,Drama,History, Drama,Musical,Romance, Comedy, Drama, Romance, Comedy,Music, Comedy,Musical, Comedy,Musical,Romance, Drama,History,Romance, Comedy,Crime,Musical, Drama,Music,Romance"
Maia Morgenstern,1962,NA,actress,"tt5558496,tt0103969,tt0335345,tt0114461",6.023373712207947,nm0411581,"Biography,Drama,War, Drama, Drama,War, Horror,Mystery, Drama,Horror,Thriller, Drama,History, Documentary,Drama, Comedy,Drama, Drama,Romance, Action,Drama, Drama,Thriller, Musical"
Catherine Jacob,1956,NA,"actress,writer","tt0129220,tt0096386,tt0110646,tt0100747",5.537812662678424,nm0414185,"Thriller, Comedy,Romance, Adventure,Comedy,Crime, Adventure, Comedy, Drama, Fantasy,Horror, Comedy,Crime, Comedy,Drama, Comedy,Drama,Romance, Drama,Thriller, Crime,Drama,Horror"
Claude Jade,1948,2006,actress,"tt0065651,tt0062695,tt0065112,tt0078771",6.079527885905355,nm0415283,"Thriller, Adventure, Crime, Comedy, Drama,Romance,War, Horror,Mystery, Adventure,Drama,History, Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Drama,Family, Crime,Thriller, Fantasy, Action,Crime,Drama, Crime,Drama, Drama, Drama,Mystery, Biography,Drama, Comedy,Family,Romance, Comedy,Drama,Romance, Comedy,Family, Drama,Thriller"
Flor Silvestre,1930,2020,"actress,soundtrack,composer","tt0324407,tt0276633,tt0275038,tt0320203",5.7176313586212775,nm0422941,"Adventure,Comedy,Romance, Adventure,Drama,Western, Adventure,Drama,War, Action,Adventure, Horror,Mystery,Western, Adventure,Horror,Mystery, Comedy,Drama, Western, Comedy,Crime,Musical, Action,Drama,History, Drama,Western, Action,Adventure,Comedy, Adventure,Drama, Comedy,Drama,Western, Comedy,Drama,Family, Comedy,Musical,Sport, Action,Crime,Drama, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Action,Drama,Romance, Action,Biography,Drama, Mystery,Thriller,Western, Comedy,Musical,Western, Comedy,Western, Drama,Musical,Western"
Suzanne Pleshette,1937,2008,"actress,soundtrack","tt0245429,tt0056424,tt0056869,tt0068049",5.665330794982486,nm0687189,"Thriller, Adventure,Comedy,Romance, Crime,Drama,Thriller, Comedy, Sci-Fi,Thriller, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Drama, Crime,Drama,Mystery, Drama,Horror,Mystery, Comedy,Western, Adventure,Animation,Family, Comedy,Family,Fantasy, Comedy,Romance,Western, Horror,Mystery,Thriller, Drama,Romance, Crime,Mystery,Thriller, Drama,Western, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Biography,Drama, Adventure,Thriller, Mystery,Thriller, Comedy,Fantasy, Comedy,Family"
Delphine Seyrig,1932,1990,"actress,director,writer","tt0062695,tt0069947,tt0073198,tt0068361",6.167819809186026,nm0786891,"Comedy, Drama,Fantasy,Romance, Horror, Drama,Horror, Comedy,Crime, Drama,Romance, Comedy,Drama, Documentary, Biography,Drama,History, Drama, Drama,Music,Mystery, Drama,Mystery, Comedy,Musical, Comedy,Fantasy, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Kinuyo Tanaka,1910,1977,"actress,director,soundtrack","tt0407929,tt0024120,tt0039516,tt0040505",6.202341725020012,nm0849011,"Comedy,Romance, Adventure, Action,Adventure,Drama, Drama, Drama,War, Romance, Drama,Romance, Comedy,Drama, History,Mystery,Thriller, Drama,Fantasy,War, Drama,History,War"
Lorna Tolentino,1961,NA,"actress,producer","tt4377918,tt0409022,tt0360830,tt0312997",6.047598630113736,nm0865994,"Action,Biography, Action,Drama,Horror, Action,Crime,Drama, Comedy,Romance, Comedy, Drama, Horror, Drama,Romance,Thriller, Action,Drama,Romance, Crime,Drama,Romance, Comedy,Drama,Romance, Drama,Romance, Comedy,Drama"
Karin Viard,1966,NA,"actress,writer,producer","tt0101700,tt3547740,tt1661420,tt0869994",5.632550101488812,nm0895759,"Thriller, Comedy,Drama,Mystery, Crime,Drama,Thriller, Comedy,Drama,Sci-Fi, Comedy, Adventure,Comedy,Family, Comedy,Crime, Drama,Romance, Comedy,Drama, Documentary, Drama,Fantasy,Horror, Comedy,Crime,Drama, Crime,Thriller, Comedy,Romance, Crime,Drama, Drama, Comedy,Drama,Music, Romance, Comedy,Fantasy, Comedy,Drama,Romance"
Zarina Wahab,1959,NA,actress,"tt1849718,tt4110568,tt0150718,tt1188996",6.0776600516839165,nm0906226,"Action,Thriller, Action, Crime,Drama,Thriller, Drama,Family,Romance, Crime, Biography, Drama,Romance, Action,Drama, Mystery, Drama,Family, Crime,Drama,Horror, Action,Musical,Thriller, Fantasy, Action,Romance, Action,Mystery, Drama, Action,Comedy,Crime, Action,Drama,Romance, Comedy,Drama,Musical, Action,Comedy,Drama"
Catherine Deneuve,1943,NA,"actress,soundtrack,producer","tt0059646,tt0168629,tt0061395,tt0283832",5.989269667224023,nm0000366,"Thriller, Adventure,Comedy,Romance, Crime,Drama,Thriller, Crime,Drama,History, Comedy, Drama,Romance,War, Drama,Horror,Thriller, Drama,Horror, Adventure,Comedy,Drama, Comedy,Drama, Documentary, Comedy,Drama,Fantasy, Animation,Biography,Drama, Crime,Thriller, Comedy,Drama,Family, Crime,Drama, Crime,Drama,Mystery, Drama,Mystery, Drama,Horror,Mystery, Crime,Drama,Musical, Drama,History,Romance, Comedy,Drama,Musical, Adventure,Comedy, Comedy,Western, Drama,Music,Romance, Adventure,Drama,Romance, Comedy,Drama,History, Drama,Musical,Romance, Drama,Fantasy, Mystery,Sci-Fi,Thriller, Adventure,Drama,History, Comedy,Fantasy,Musical, Drama,Romance, Crime,Drama,Romance, Comedy,Crime,Musical, Documentary,Romance, Action,Adventure,Romance, Adventure,Crime,Drama, Comedy,Romance, Biography,Documentary, Drama, Drama,War, Comedy,Fantasy, Action,Crime,Romance, Comedy,Drama,Romance, Drama,History,War"
Jane Fonda,1937,NA,"actress,producer,soundtrack","tt0077362,tt3312830,tt0062711,tt0067309",5.783237088464718,nm0000404,"Drama,Mystery,Romance, Crime,Drama,Thriller, Adventure,History,Romance, Comedy, Crime,Mystery,Romance, Drama,Romance,Western, Biography,Comedy,Drama, Drama,Romance,War, Comedy,Crime, Drama,Romance, Western, Comedy,Drama, Crime,Mystery,Thriller, Action,Adventure,Animation, Crime,Drama,Romance, Adventure,Comedy,Fantasy, Adventure,Animation,Comedy, Comedy,Romance, Drama, Comedy,Drama,Music, Drama,Mystery, Drama,Horror,Mystery, Biography,Drama, Comedy,Sport, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller"
Denise Richards,1971,NA,"actress,producer,soundtrack","tt0143145,tt0120201,tt0120890,tt0314331",4.936718540720618,nm0000612,"Thriller, Crime,Drama,Thriller, Comedy, Horror, Action,Comedy, Comedy,Crime, Comedy,Sci-Fi, Comedy,Crime,Drama, Action,Comedy,Romance, Comedy,Drama,Family, Crime,Drama,Mystery, Romance, Adventure,Family, Action,Crime,Thriller, Comedy,Crime,Thriller, Mystery,Sci-Fi,Thriller, Horror,Mystery,Thriller, Crime,Mystery,Thriller, Drama,Romance, Comedy,Romance,Thriller, Comedy,Romance, Action,Adventure,Sci-Fi, Drama, Action,Adventure,Thriller, Adventure,Family,Fantasy, Comedy,Drama,Romance, Family, Comedy,Family, Drama,Thriller"
Madhuri Dixit,1967,NA,"actress,music_department,soundtrack","tt0238936,tt0118983,tt2178470,tt2675978",5.771821361440092,nm0002043,"Action, Crime,Drama,Thriller, Drama,Musical,Romance, Drama,Romance,Thriller, Drama,Fantasy, Horror,Romance,Thriller, Drama,Romance, Action,Drama, Comedy,Drama, Drama,Family, Drama,Family,Music, Action,Drama,Musical, Action,Adventure,Comedy, Fantasy, Action,Crime,Drama, Action,Adventure,Crime, Crime,Drama, Drama, Romance, Drama,Mystery, Action,Drama,Romance, Comedy,Drama,Musical, Action,Crime, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Thriller, Drama,Family,Fantasy"
Ruriko Asaoka,1940,NA,"actress,soundtrack,music_department","tt0066031,tt0114060,tt1589517,tt0073498",5.6579115090677154,nm0038377,"Crime,Drama,Thriller, Adventure, Crime, Comedy, Drama,Family,Romance, Action,Adventure, Drama,Romance, Action,Drama, Drama,Family, Action,Adventure,Comedy, Crime,Drama, Action,Adventure,Crime, Action,Adventure,Drama, Drama, Drama,War, Action,Crime"
Devayani,1974,NA,"actress,producer","tt0274372,tt0984202,tt2229996,tt0355788",5.906041040964562,nm0222266,"Action,Thriller, Action, Comedy, Action,Comedy, Comedy,Drama, Drama,Romance, Drama,Fantasy,Mystery, Action,Drama, Horror,Thriller, Action,Drama,Family, Comedy,Drama,Family, Fantasy, Comedy,Romance, Drama, Romance, Biography,Drama, Comedy,Drama,Musical, Action,Comedy,Drama"
Vera Farmiga,1973,NA,"actress,producer,soundtrack","tt0407887,tt1148204,tt2188671,tt1193138",5.8899945441251855,nm0267812,"Action,Thriller, Drama,Mystery,Romance, Action,Horror,Sci-Fi, Comedy, Drama,Romance,War, Action,Drama,Mystery, Drama,Horror,Thriller, Horror,Mystery,Thriller, Adventure,Comedy,Drama, Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Comedy,Crime,Drama, Biography,Drama,History, Action,Crime,Drama, Comedy,Romance, Crime,Drama,Mystery, Crime,Drama, Drama, Action,Adventure,Fantasy, Adventure,Family,Fantasy, Comedy,Drama,Romance, Action,Mystery,Thriller"
Rakhee Gulzar,1947,NA,"actress,costume_department,costume_designer","tt0077792,tt0098168,tt0150251,tt0106333",6.0805352408431785,nm0347901,"Action,Thriller, Action,Drama,War, Comedy, Musical,Mystery,Romance, Action,Drama,Family, Action,Drama,Fantasy, Comedy,Drama,Family, Action,Adventure,Crime, Romance, Action,Drama,Romance, Crime,Drama,Musical, Action,Comedy,Drama, Drama,Music,Romance, Drama,Musical,Romance, Drama,Family,Romance, Romance,Thriller, Drama,Romance,Thriller, Drama,Romance, Action,Drama, Action,Drama,History, Drama,Family, Action,Drama,Musical, Action,Crime,Drama, Drama, Action,Adventure,Thriller, Mystery,Thriller, Biography,Drama, Drama,Family,Musical, Comedy,Drama,Romance, Family, Drama,Thriller, Drama,Musical"
Kara Wai,1960,NA,actress,"tt1718199,tt5805026,tt0080717,tt7479784",5.610012115344356,nm0401192,"Action, Crime, Comedy, Action,Comedy, Horror, Drama,Horror, Drama,Horror,Thriller, Comedy,Drama, Drama,Mystery,Thriller, Action,Comedy,History, Action,Drama,Fantasy, Action,Horror, Action,Adventure,Comedy, Crime,Drama,Mystery, Action,Romance, Drama,Horror,Mystery, Fantasy,Horror, Action,Crime,Thriller, Action,Comedy,Drama, Action,Fantasy,Thriller, Action,Fantasy, Action,Adventure, Action,Fantasy,Horror, Drama,Romance, Action,Drama, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Action,Crime"
Katy Jurado,1924,2002,actress,"tt0044706,tt0065716,tt0316562,tt0045518",5.398977622517497,nm0432827,"Romance,Western, Comedy, Drama,Romance,Western, Drama,Romance,Thriller, Horror,Mystery,Thriller, Drama,History, Comedy,Drama, Action,Drama, Western, Drama,Mystery,Thriller, Drama,Romance, Drama,Western, Biography,Drama,Western, Biography,Drama,History, Adventure,Drama, Crime,Drama, Action,Adventure,Drama, Drama, Drama,War, Comedy,Musical,Romance, Drama,Thriller"
Silvana Pampanini,1925,2016,"actress,director,soundtrack","tt0045047,tt0040115,tt0044816,tt0043870",5.477637748241966,nm0658947,"Crime,Drama,Mystery, Adventure, Adventure,Comedy,Crime, Comedy, Drama, Drama,Mystery, Drama,History, Drama,Romance, Comedy,Drama, Western, Drama,Music,Romance, Musical"
Vanessa del Rio,1952,NA,"actress,director,miscellaneous","tt1111948,tt0090939,tt0082287,tt0179505",5.477543217379869,nm0002040,"Adult,Drama,Fantasy, Adult,Comedy,Horror, Adult,Comedy,Drama, Adult,Crime,Mystery, Adult,Comedy,Music, Adult,Comedy,Fantasy, Adult,Crime, Adult, Adult,Drama,Romance, Adult,Comedy,Romance, Adult,Drama, Adult,Comedy, Adult,Horror"
Janet Agren,1949,NA,actress,"tt0078447,tt0068240,tt0081112,tt0089893",4.750108089375014,nm0013302,"Action, Comedy, Horror, Drama,Horror,Thriller, Action,Sci-Fi, Drama,Romance, Crime,Mystery,Thriller, Adventure,Horror, Adventure,Crime,Fantasy, Horror,Sci-Fi, Adventure,Comedy,Fantasy, Crime,Drama, Drama, Drama,Mystery, Comedy,Fantasy, Comedy,History, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Western"
Sarika Thakur,1960,NA,"actress,costume_designer","tt2176013,tt0215900,tt0222012,tt0061744",5.846947899685602,nm0045136,"Action, Drama,Musical,Romance, Comedy, Horror, Drama,Horror, Action,Adventure, Drama,History, Drama,Romance, Crime,Mystery,Thriller, Action,Drama, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Romance,Thriller, Drama,Family, Action,Drama,Family, Comedy,Drama,Family, Action,Crime,Drama, Crime,Drama,Mystery, Drama, Mystery,Thriller"
Rene Bond,1950,1996,actress,"tt0124565,tt0125142,tt0124412,tt0123740",4.750021871457115,nm0094023,"Adult,Crime,Drama, Adult,Comedy,Drama, Comedy, Adult,Romance, Comedy,Drama, Western, Adult,Drama, Action,Drama,Western, Adult,Horror, Horror,Sci-Fi, Action,Crime,Drama, Crime,Drama, Adult,Comedy,Crime, Drama, Adult,Comedy,Fantasy, Adult,Crime, Adult, Adult,Comedy,Romance, Adult,Comedy"
