primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Andrea Beltrão,1964,NA,"actress,writer,soundtrack","tt1974895,tt10863980,tt0119878,tt0257919",6.0853115240801765,nm0069683,"Crime,Drama,Thriller, Adventure, Comedy, Adventure,Comedy,Family, Drama,Fantasy,Romance, Adventure,Comedy,Drama, Comedy,Drama, Mystery, Documentary, Comedy,Drama,Family, Crime,Drama, Comedy,Romance, Biography,Drama,Music, Comedy,Horror,Mystery, Drama, Romance, Biography,Drama, Comedy,Drama,Romance, Drama,Thriller"
Ling Chia,NA,NA,actress,"tt1575675,tt1548633,tt0192632,tt1427286",5.312527216595361,nm0156914,"Action,Drama,Fantasy, Action,Adventure,Comedy, Action,Thriller, Adventure,Drama, Action, Action,Drama,War, Adventure, Action,Adventure,Drama, Fantasy,Horror,Mystery, Action,Adventure, Adventure,Fantasy, Action,Crime, Action,Drama"
Cornelia Froboess,1943,NA,"actress,soundtrack","tt0062197,tt0064642,tt0084654,tt0119472",6.708117076785666,nm0175555,"Thriller, Romance,Western, Adventure, Comedy, Comedy,Music, Drama,History, Comedy,Drama, Drama,Romance, Comedy,Romance, Crime,Drama, Drama, Romance, Comedy,Musical, Comedy,Musical,Romance, Adventure,Family, Comedy,Family, Family, Adventure,Drama,Family, Drama,Music,Romance"
Hanan Turk,1975,NA,actress,"tt0479901,tt0366581,tt0328349,tt1050719",6.400144030574293,nm0252770,"History,War, History, Comedy, Drama,Romance,War, Animation, Drama,History, Comedy,Crime, Drama,Romance, Comedy,Drama, Crime,Mystery,Thriller, Drama,Family, Horror,Thriller, Comedy,Family,Musical, Comedy,Drama,Family, Adventure,Animation,Comedy, Action,Crime,Drama, Comedy,Romance, Drama, Romance, Comedy,Musical,Romance, Animation,Comedy, Comedy,Drama,Romance, Animation,Biography, Drama,History,War"
Rosemarie Fendel,1927,2013,"actress,miscellaneous,writer","tt0279134,tt1003579,tt0067884,tt0062408",6.640023585091344,nm0271729,"Thriller, Crime, Comedy, Animation, Drama,History, Biography, Comedy,Crime, Comedy,Drama, Drama,Romance, Drama,Fantasy,Horror, Crime,Drama, Drama, Romance, Comedy,Drama,Romance, Animation,Comedy,Drama"
Annette Frier,1974,NA,actress,"tt0291943,tt1615237,tt4076446,tt1540108",5.597749554951686,nm0295568,"Crime, Comedy, Family,Fantasy, Adventure,Comedy,Family, Adventure,Comedy,Drama, Comedy,Crime, Comedy,Drama, Documentary, Comedy,Game-Show, Action,Drama,Family, Comedy,Romance, Action,Adventure,Family, Drama, Animation,Comedy,Family, Comedy,Drama,Romance, Comedy,Family, Family, Drama,Thriller, Drama,Family,Fantasy"
France Lomay,NA,NA,actress,"tt0154002,tt0212049,tt11841090,tt1343069",4.795031524403721,nm0429943,"Adult,Adventure, Comedy, Drama, Horror, Action,Adventure, Adult,Comedy,Fantasy, Comedy,Fantasy, Adult,Drama,Thriller, Adult, Adult,Drama, Adult,Comedy"
Lynn Lowry,1947,NA,"actress,producer,writer","tt0069895,tt11706558,tt0073705,tt2274752",5.70441646054629,nm0523344,"Thriller, Comedy,Drama,Horror, Comedy,Drama,Mystery, Action,Comedy,Horror, Adult,Comedy,Drama, Comedy, Horror, Drama,Horror, Drama,Horror,Thriller, Horror,Mystery,Thriller, Crime,History,Horror, Horror,Sci-Fi, Horror,Sci-Fi,Thriller, Drama, Comedy,Horror,Mystery, Drama,Thriller, Comedy,Horror"
Muhterem Nur,1932,2020,"actress,costume_department","tt0346534,tt0478698,tt0328461,tt0279534",5.5000555426124595,nm0638150,"Adventure,Comedy,Romance, Thriller, Adventure, Drama,Family,Romance, Comedy, Drama,Romance,War, Adventure,Drama,Music, Adventure,History,War, Adventure,Drama,History, Drama,Romance, Drama,Family, Biography,Drama,History, Adventure,Drama, Drama, Drama,War, Romance, Comedy,Drama,Romance, Family, Adventure,Drama,Romance, Comedy,Crime,Mystery"
Radha,1965,NA,actress,"tt0089646,tt0245980,tt0173415,tt0246008",6.137581578260509,nm0705549,"Action,Comedy,Fantasy, Action, Crime,Drama,Thriller, Action,Family,Musical, Action,Comedy,Family, Comedy,Drama, Action,Drama, Drama,Romance, Crime,Mystery,Thriller, Action,Drama,Family, Action,Comedy,Romance, Comedy,Romance, Action,Adventure,Drama, Drama, Action,Comedy,Crime, Romance, Action,Drama,Romance, Action,Crime, Action,Crime,Thriller, Action,Comedy,Drama, Drama,Musical"
Waheeda Rehman,1938,NA,"actress,music_department","tt0148523,tt0061072,tt0067668,tt0059246",6.229337929336142,nm0716851,"Action,Drama,Family, Drama,Family,Sport, Comedy,Drama,Family, Crime,Drama,Mystery, Crime,Drama, Action,Adventure,Drama, Romance, Drama,Musical,Mystery, Mystery,Romance,Thriller, Crime,Drama,Musical, Action,Comedy,Drama, Drama,Fantasy,Musical, Adventure,Comedy,Musical, Drama,Musical,Romance, Drama,Family,Romance, Drama,Romance, Action,Drama, Comedy,Romance,Thriller, Drama,Family, Action,Drama,Musical, Action,Crime,Drama, Drama, Musical,Mystery,Thriller, Mystery,Thriller, Drama,Family,Musical, Comedy,Drama,Romance, Crime,Musical,Mystery, Drama,Musical"
Michelle Reis,1970,NA,actress,"tt0106937,tt0105869,tt0112913,tt0106936",5.611117596347425,nm0718348,"Thriller, Action,Comedy,Fantasy, Comedy,Fantasy,Romance, Action, Crime,Drama,Thriller, Action,Fantasy, Crime, Comedy, Action,Adventure, Comedy,Drama, Drama,Romance, Action,Drama, Romance,Sci-Fi, Action,Comedy,History, Comedy,Crime,Drama, Action,Drama,Fantasy, Action,Adventure,Comedy, Comedy,Romance, Drama, Comedy,Horror,Mystery, Action,Comedy,Crime, Drama,Thriller"
Raveena Tandon,1971,NA,"actress,producer","tt0289845,tt10698680,tt1869296,tt0109117",6.065822510525157,nm0849199,"Thriller, Action,Comedy,Fantasy, Action,Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Action, Comedy, Animation,Family, Comedy,Drama,Sport, Comedy,Drama, Drama,Mystery,Thriller, Action,Comedy,Romance, Crime,Drama,Mystery, Crime,Drama, Action,Romance, Mystery,Romance,Thriller, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Drama, Action,Crime,Horror, Musical, Action,Comedy,Musical, Drama,Family,Romance, Drama,Fantasy,Romance, Action,Drama, Drama,Family, Comedy,Thriller, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Drama,Romance, Drama,Thriller, Drama,Musical"
Vanisri,1948,NA,actress,"tt0290694,tt0245731,tt0242257,tt0318750",6.325022073427558,nm0889148,"Drama,Musical,Romance, Drama,Family,Romance, Comedy, Mystery, Action,Drama, Action,Drama,History, Drama,Family, Fantasy,Romance, Comedy,Drama,Family, Fantasy, Action,Romance, Action,Adventure,Drama, Drama, Romance, Drama,Family,Musical, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Musical"
Vivian Wu,1966,NA,"actress,producer,soundtrack","tt0108308,tt0093389,tt0114134,tt1438461",5.875388967326257,nm0943180,"Comedy, Drama,Romance,Sci-Fi, Drama,History, Comedy,Drama, Drama,Romance, Mystery, Action,Drama, Drama,Family, Action,Comedy,Romance, Action,Adventure,Crime, Action,Crime,Drama, Crime,Drama,Mystery, Drama, Drama,War, Romance, Action,Drama,Romance, Drama,History,Romance, Comedy,Drama,Romance, Comedy,Family, Sci-Fi"
Alba Rohrwacher,1979,NA,"actress,miscellaneous,soundtrack","tt3044244,tt3344922,tt1226236,tt3646344",5.603236675621902,nm2130040,"Thriller, Comedy, Animation, Drama,Romance,Thriller, Drama,History, Comedy,Drama, Drama,Romance, Drama,Fantasy,Mystery, Documentary, Drama, Drama,War, Romance, Drama,History,Romance, Drama,Sci-Fi"
Bobita,1953,NA,"actress,producer","tt1075368,tt5351604,tt0485965,tt5333058",6.640227258662293,nm6150259,"Action, Biography,Drama,Family, Drama,Romance, Action,Drama, Drama,Family, Adventure,Drama, War, Drama, Drama,War, Romance, Adventure,Family, Action,Comedy,Drama, Drama,Musical, Drama,History,War"
Aachi Manorama,1937,2015,"actress,music_department,soundtrack","tt1361809,tt0097416,tt0116630,tt0332338",6.452689407878343,nm7390393,"Action, Crime, Comedy, Horror, Action,Comedy, Action,Drama,Mystery, Comedy,Drama, Comedy,Drama,Family, Action,Romance, Romance, Drama,Mystery, Action,Drama,Romance, Comedy,Drama,Musical, Action,Comedy,Drama, Musical, Drama,Musical,Romance, Drama,Romance,Thriller, Horror,Mystery,Thriller, Drama,Romance, Action,Drama, Drama,Fantasy,Mystery, Drama,Family, Action,Drama,Musical, Comedy,Romance, Drama, Mystery,Thriller, Biography,Drama, Comedy,Drama,Romance, Family, Drama,Musical, Drama,History,War"
Erika Eleniak,1969,NA,actress,"tt0106400,tt0083866,tt0105690,tt0094761",4.60948440295391,nm0000143,"Thriller, Comedy,Fantasy,Horror, Action,Thriller, Drama,Sport, Action,Drama, Drama,Mystery,Thriller, Comedy,Crime,Drama, Horror,Sci-Fi, Adventure,Crime,Drama, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Action,Adventure,Drama, Drama, Drama,Mystery, Drama,Horror,Mystery, Action,Drama,Thriller, Comedy,Family, Action,Comedy,Drama, Reality-TV, Action,Mystery,Thriller, Drama,Thriller"
Virginia Madsen,1961,NA,"actress,soundtrack,producer","tt0492044,tt0103919,tt0114194,tt0375063",5.938831043927019,nm0000515,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy,Drama,Mystery, Comedy, Family,Fantasy, Drama,Short, Biography,Drama,Romance, Comedy,Drama, Documentary, Horror,Thriller, Action,Horror, Comedy,Romance,Sci-Fi, Crime,Drama,Mystery, Romance, Drama,Horror,Mystery, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Horror, Comedy,Horror,Sci-Fi, Horror,Mystery,Thriller, Drama,History, Drama,Romance, Crime,Drama,Romance, Action,Drama, Crime,Mystery,Thriller, Action,Drama,Western, Drama,Family,Music, Horror,Sci-Fi, Comedy,Family,Musical, War, Action,Crime,Drama, Drama,Music, Action,Adventure,Sci-Fi, Drama, Comedy,Drama,Music, Biography,Drama, Action,Adventure,Fantasy, Comedy,Fantasy, Biography,Crime,Drama, Comedy,Drama,Romance, Drama,Thriller, Adventure,Drama,Sci-Fi"
Lili Taylor,1967,NA,"actress,writer,soundtrack","tt3488298,tt1457767,tt0116594",6.066017332906736,nm0000666,"Comedy,Drama,Mystery, Drama,Horror, Horror,Mystery,Thriller, Biography,Documentary,History, Crime,Horror,Thriller, Comedy,Drama, Drama,Romance, Documentary, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Documentary,History,War, Comedy,Romance, Biography,Documentary, Action,Crime,Drama, Crime,Drama, Drama, Fantasy,Horror,Mystery, Drama,War, Biography,Drama, Drama,Horror,Mystery, Comedy,Drama,Romance, Drama,Thriller, Drama,Music,Romance"
Olympia Dukakis,1931,2021,"actress,producer","tt0419843,tt0098384,tt0093565,tt1466054",6.109094627745882,nm0001156,"Documentary,Drama,History, Comedy, Family,Fantasy, Comedy,Music, Adventure,Comedy,Drama, Comedy,Crime, Drama,Romance, Comedy,Drama, Documentary, Crime,Drama,Romance, Comedy,Romance, Drama,Music, Crime,Drama, Drama, Comedy,Family,Romance, Adventure,Family, Comedy,Drama,Romance, Drama,Thriller, Drama,Family,Mystery"
Christine Lahti,1950,NA,"actress,director,soundtrack","tt0088213,tt0096018,tt0108724,tt0410997",6.022764169816286,nm0001441,"Drama,Musical,Romance, Drama,Horror,Sci-Fi, Fantasy,Horror,Thriller, Comedy, Adventure, Drama,Romance,War, Drama,Romance,Sci-Fi, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Drama,Family, Crime,Drama,Horror, Comedy,Drama,Family, Comedy,Romance, Drama, Biography,Crime,Drama, Crime,Drama,Music, Comedy,Drama,Romance, Drama,Thriller"
Lena Endre,1955,NA,"actress,writer,producer","tt1560747,tt4649466,tt1859522,tt1216487",5.7650649641211285,nm0256890,"Crime,Drama,Thriller, Comedy, Horror, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Adventure,Biography,Drama, Crime,Drama,Mystery, Crime,Drama, Action,Crime,Drama, Drama, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller"
Tiffany Grant,1968,NA,"actress,writer,miscellaneous","tt0339955,tt0090248,tt0169858,tt0112159",5.889617610731642,nm0335674,"Animation,Comedy,Crime, Action,Animation,Drama, Animation,Comedy,Mystery, Action,Animation,Fantasy, Animation, Animation,Comedy,Romance, Comedy,Drama, Action,Animation,Crime, Action,Adventure,Animation, Animation,Comedy,Music, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Action,Animation,Sci-Fi, Animation,Drama,Horror, Animation,Comedy, Animation,Comedy,Sci-Fi, Animation,Fantasy,Mystery, Comedy,Family, Action,Animation,Mystery, Animation,Comedy,Drama, Action,Animation,Comedy, Animation,Sci-Fi"
Marina Hedman,1944,NA,actress,"tt0083649,tt0091007,tt0390235,tt0405200",4.838649455477198,nm0373354,"Adult,Crime,Drama, Adult,Drama,Horror, Documentary,Musical, Horror, Adult,Romance, Documentary, Adult,Drama, Adult,Horror, Comedy,Romance, Mystery,Thriller, Adult, Adventure,Drama,Horror, Adult,Comedy, Adult,Drama,Fantasy"
Cherami Leigh,1988,NA,"actress,sound_department,producer","tt1278469,tt0460792,tt3569356",6.410470009160653,nm0473873,"Action,Animation,Drama, Adventure, Comedy, Horror, Adventure,Animation,Drama, Action,Animation,Fantasy, Animation, Animation,Sport, Action,Animation,Crime, Action,Adventure,Animation, Animation,Drama,Mystery, Animation,Fantasy, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Drama, Animation,Drama,Romance, Animation,Comedy,Family, Action,Animation,Sci-Fi, Animation,Comedy, Comedy,Drama,Romance, Drama,Family,Thriller, Animation,Comedy,Drama, Action,Animation,Comedy, Adventure,Animation,Family"
Trinity Loren,1964,1998,"actress,writer","tt0182209,tt0153792,tt0136919,tt0136028",5.927555730277787,nm0520595,"Adult,Crime,Mystery, Adult,Romance, Adult, Adult,Comedy"
Marisa Merlini,1923,2008,"actress,soundtrack","tt0049832,tt0046159,tt0063032,tt0474917",5.470460042409323,nm0581028,"Comedy,Romance, Drama,Music, Comedy, Drama, Comedy,Musical, Adventure,Drama,History, Comedy,Drama, Comedy,Drama,Romance, Drama,Romance"
Aoi Miyazaki,1985,NA,"actress,soundtrack","tt0450475,tt2140203,tt0297905,tt4384088",6.024344022133548,nm0594497,"Thriller, Drama,Music,Sci-Fi, Crime,Drama,Thriller, Horror, Adventure,Animation,Drama, Comedy,Music, Drama,History, Animation,Drama,Family, Biography,Drama,Romance, Comedy,Drama, Drama,Romance, Documentary, Drama,Mystery,Thriller, Action,Adventure,Animation, Crime,Drama,Romance, Drama,Family, Biography,Drama,History, Biography,Drama,War, Drama, Romance, Biography,Drama, Family, Drama,Family,History, Drama,Thriller, Drama,Music,Romance"
Necla Nazir,1956,NA,actress,"tt2007346,tt2007345,tt0282000,tt10864908",5.463255638929402,nm0623455,"Adventure,Drama, Adventure,Crime,Drama, Comedy,Romance, Drama,Music, Crime,Drama, Drama, Action,Drama,Romance, Drama,Romance, Comedy,Drama,Romance, Drama,Music,Romance, Adventure,Drama,Romance"
Bulle Ogier,1939,NA,"actress,writer","tt0074443,tt0068361,tt0062663,tt0071381",5.647052273801113,nm0644680,"Thriller, Crime, Comedy, Drama,Romance,Thriller, Drama,Fantasy, Comedy,Drama, Drama,Romance, Documentary,Drama,Fantasy, Drama,Music,War, Drama,Fantasy,Mystery, Comedy,Drama,Fantasy, Adventure,Crime,Drama, Crime,Drama, Drama,Music, Drama, Drama,Mystery, Comedy,Musical, Comedy,Fantasy, Comedy,Drama,Romance, Drama,Thriller, Drama,Music,Romance"
Ai Orikasa,1963,NA,"actress,music_department,soundtrack","tt3295046,tt0397192,tt2388184,tt0105559",6.257998115488831,nm0649849,"Action,Animation,Drama, Adventure,Animation,Drama, Animation, Animation,Comedy,Romance, Animation,Drama,Sci-Fi, Animation,Drama,Family, Animation,Romance, Action,Adventure,Animation, Animation,Fantasy,Short, Action,Drama,Fantasy, Animation,Comedy,Fantasy, Action,Adventure,Comedy, Animation,Comedy,Sport, Adventure,Animation,Comedy, Action,Animation,Sci-Fi, Animation,Comedy,Sci-Fi, Action,Animation,Comedy, Adventure,Animation,Fantasy"
Reena Roy,1957,NA,"actress,producer","tt0074949,tt0178204,tt0246433,tt0267252",5.837579402898654,nm0747155,"Action,Thriller, Action, Comedy, Drama,Horror,Thriller, Adventure,Comedy,Drama, Horror,Romance, Family,Romance, Action,Drama,Family, Crime,Thriller, Crime,Drama,Family, Adventure,Romance, Action,Adventure,Crime, Action,Romance, Action,Adventure,Drama, Crime,Drama,Musical, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Drama, Drama,Family,Thriller, Drama,Family,Fantasy, Action,Mystery,Thriller, Adventure,Crime,Mystery, Drama,Musical,Romance, Drama,Family,Romance, Drama,Romance, Action,Drama, Drama,Family, Comedy,Family,Musical, Action,Crime,Drama, Comedy,Romance, Drama, Mystery,Thriller, Action,Crime, Comedy,Drama,Romance"
Katharina Wackernagel,1978,NA,"actress,producer,director","tt0856829,tt0765432,tt0490102,tt0220096",5.305062214014279,nm0905228,"Thriller, Biography,Music, Crime,Drama,Thriller, Crime, Comedy, Comedy,Music, Horror,Mystery,Thriller, Comedy,Drama, Crime,Thriller, Crime,Drama,Family, Comedy,Romance, Crime,Drama, Drama, Romance, Drama,Thriller"
Stella Zázvorková,1922,2005,"actress,soundtrack","tt0116790,tt0274187,tt0169023,tt0286476",6.220285185759604,nm0959184,"Comedy,Drama,Family, Action,Family, Comedy,Family,Fantasy, Comedy, Comedy,Musical, Animation,Comedy,Family, Comedy,Fantasy, Comedy,Musical,Romance, Comedy,Sport, Comedy,Drama, Drama,Romance, Drama,Family"
Asuman Dabak,1970,NA,actress,"tt11000468,tt2142801,tt1783311,tt1831164",5.261464090539606,nm1282801,"History, Comedy,Romance, Comedy,Family,Fantasy, Comedy, Drama, Romance, Comedy,Fantasy, Comedy,Drama, Action,Drama, Comedy,Family, Action,Mystery,Thriller, Drama,Family"
Chiwa Saitô,1981,NA,"actress,music_department,soundtrack","tt1480925,tt1663145,tt3528758,tt1753855",6.214579682572879,nm1543455,"Action,Animation,Drama, Animation,Drama,Fantasy, Action,Animation,Fantasy, Animation, Animation,Comedy,Romance, Action,Animation,Crime, Action,Adventure,Animation, Animation,Comedy,Fantasy, Animation,Comedy,Sport, Animation,Drama,Romance, Animation,Comedy,Family, Action,Animation,Sci-Fi, Animation,Comedy, Animation,Drama,Horror, Animation,Drama,Music, Animation,Fantasy,Mystery, Action,Animation,Comedy, Animation,Comedy,Drama, Adventure,Animation,Fantasy"
Anjali,1986,NA,actress,"tt1720047,tt7738784,tt2065924,tt1501298",6.134682602811341,nm3592766,"Thriller, Action,Thriller, Comedy, Horror, Action,Comedy, Horror,Mystery,Thriller, Comedy,Drama, Action,Drama, Drama,Mystery,Thriller, Drama,Romance, Drama,Family, Horror,Thriller, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Drama, Action,Comedy,Crime, Drama,Mystery, Comedy,Drama,Romance, Drama,Thriller, Action,Mystery,Thriller, Comedy,Horror, Comedy,Family,Thriller"
Inori Minase,1995,NA,"music_artist,actress,music_department","tt3011126,tt7474942,tt5607616,tt7836688",6.277599233589188,nm5667822,"Action,Animation,Drama, Animation,Drama,Fantasy, Adventure,Animation,Drama, Action,Animation,Fantasy, Animation, Animation,Comedy,Romance, Action,Animation,Music, Animation,Drama,Family, Action,Adventure,Animation, Animation,Fantasy,Horror, Animation,Fantasy, Animation,Comedy,Fantasy, Action,Adventure,Comedy, Adventure,Animation,Comedy, Action,Animation,Sci-Fi, Animation,Comedy, Action,Animation,Sport, Action,Animation,Comedy, Adventure,Animation,Fantasy, Animation,Comedy,Drama"
Candice Bergen,1946,NA,"actress,producer,soundtrack","tt0094514,tt0212346,tt0256415,tt0901476",5.905996167942807,nm0000298,"Thriller, Crime,Drama,Thriller, Comedy, Comedy,Crime,Thriller, Comedy,Documentary, Drama,Romance, Comedy,Sci-Fi, Documentary, Drama,Fantasy,Mystery, Comedy,Drama, Action,Drama,Western, Comedy,Crime,Drama, Adventure,Fantasy,Mystery, Comedy,Romance, Action,Crime,Drama, Crime,Drama, Action,Adventure,Drama, Drama, Action,Comedy,Crime, Crime,Drama,Mystery, Drama,War,Western, Comedy,Drama,Romance, Drama,Thriller, Adventure,Drama,Romance"
Pam Grier,1949,NA,"actress,soundtrack,writer","tt0119396,tt0069897,tt0228333,tt0071517",5.496473425651309,nm0000427,"Action,Thriller, Crime,Drama,Thriller, Action, Crime,Mystery,Romance, Comedy, Action,Horror,Sci-Fi, Drama,Sport, Drama,Horror, Action,Adventure, Drama,Romance, Action,Drama, Comedy,Drama, Horror,Thriller, Crime,Thriller, Action,Drama,Horror, Action,Crime,Drama, Crime,Drama, Drama, Action,Comedy,Crime, Action,Drama,Romance, Fantasy,Horror, Action,Drama,Thriller, Action,Crime,Thriller, Crime,Horror, Action,Crime, Action,Biography,Comedy"
Nathalie Baye,1948,NA,"actress,soundtrack,writer","tt1650048,tt0264464,tt0174330,tt0204709",5.6390339075061515,nm0000882,"Thriller, Crime,Drama,Thriller, Comedy, Drama,Romance,Thriller, Drama,History, Documentary,History, Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Documentary,Drama, Horror,Sci-Fi,Thriller, Comedy,Crime,Drama, Crime,Drama, Comedy,Romance, Drama, Documentary,Music, Drama,War, Biography,Crime,Drama, Comedy,Sport, Comedy,Drama,Romance, Drama,Thriller, Musical"
Monica Bellucci,1964,NA,"actress,soundtrack,producer","tt0465602,tt0213847,tt0234215,tt0242653",5.534776845100423,nm0000899,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Adventure,Comedy,Family, Comedy, Drama,Romance,War, Comedy,Crime, Documentary,Drama, Comedy,Drama, Documentary, Comedy,Drama,Fantasy, Action,Adventure,Comedy, Crime,Drama,Mystery, Crime,Drama, Drama,Horror,Mystery, Action,Crime,Mystery, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Thriller, Action,Comedy,Drama, Comedy,Crime,Thriller, Drama,Romance, Adventure,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Biography,Drama, Biography,Crime,Drama, Comedy,Drama,Romance, Drama,Thriller, Comedy,History,War"
Joan Chen,1961,NA,"actress,director,writer","tt0113492,tt0110725,tt0452631,tt0115005",5.917309575357336,nm0001040,"Action,Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Adventure,Sci-Fi,Western, Comedy, Documentary,Drama, Crime,Drama, Action,Adventure,Drama, Romance, Action,Drama,Romance, Drama,History,Romance, Action,Drama,Thriller, Action,Sci-Fi,Sport, Adventure, Drama,Family,Romance, Drama,Fantasy, Drama,Romance, Action,Drama,History, Short, Drama,Family, Biography,Drama,History, Comedy,Romance, Action,Crime,Drama, Drama, Drama,War, Action,Adventure,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Meg Foster,1948,NA,actress,"tt0093507,tt3835080,tt0096256,tt1731697",5.782522547230024,nm0001236,"Thriller, Comedy,Fantasy,Horror, Action, Comedy, Action,Horror,Sci-Fi, Horror, Adventure,Comedy,Sci-Fi, Action,Sci-Fi, Comedy,Horror,Thriller, Drama,Romance, Western, Action,Drama, Animation,Horror,Mystery, Horror,Thriller, Crime,Thriller, Crime,Drama,Mystery, Adventure,Comedy,Crime, Action,Adventure,Drama, Drama, Drama,Mystery, Biography,Drama, Action,Adventure,Fantasy, Drama,Horror,Mystery, Drama,Thriller"
Kareena Kapoor,1980,NA,"actress,soundtrack,music_department","tt1562871,tt1187043,tt0488414,tt1093370",6.011946151471678,nm0004626,"Crime,Drama,Thriller, Drama,Musical,Romance, Comedy, Drama,Romance,Thriller, Comedy,Mystery,Thriller, Drama,Romance, Comedy,Drama, Action,Adventure,Comedy, Comedy,Drama,Family, Adventure,Animation,Comedy, Action,Crime,Drama, Comedy,Romance, Action,Adventure,Sci-Fi, Crime,Drama,Mystery, Drama, Action,Adventure,Thriller, Action,Biography,Drama, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Comedy,Drama, Comedy,Crime,Mystery"
Ana Belén,1951,NA,"soundtrack,actress,director","tt0110785,tt0120960,tt0415421,tt0088954",5.39549990234747,nm0006702,"Crime,Romance,Thriller, Comedy,Romance, Comedy, Drama, Adventure,Musical, Mystery,Thriller, Comedy,Musical, Comedy,Drama, Drama,Romance, Drama,Thriller, Drama,Musical, Drama,History,War"
Sonali Bendre,1975,NA,actress,"tt0255212,tt0347304,tt20319332,tt0200087",6.09613704434914,nm0007114,"Thriller, Action,Thriller, Comedy,Family,Fantasy, Family,Game-Show, Drama,Musical,Romance, Comedy, Action,Comedy, Drama,Romance,Thriller, Drama,Romance, Action,Drama, Comedy,Crime,Drama, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Romance, Action,Drama,Romance, Comedy,Drama,Musical, Comedy,Crime,Romance, Action,Comedy,Drama, Drama,Thriller"
Christine Boisson,1956,NA,actress,"tt0071464,tt0270707,tt0100836,tt0084116",5.44782879936152,nm0092381,"Thriller, Adventure,Drama,Fantasy, Comedy, Biography,History, Drama,Horror,Thriller, Drama,Fantasy, Drama,History, Drama,Romance, Comedy,Drama, History,Mystery,Thriller, Comedy,Crime,Drama, Crime,Drama, Biography,Documentary, Drama, Drama,War, Mystery,Thriller, Action,Crime, Comedy,Drama,Romance, Family, Drama,Thriller, Crime,Mystery"
Krista Lane,1959,NA,actress,"tt0180512,tt0136806,tt0153725,tt0180193",5.080073193224458,nm0131471,"Action,Thriller, Adult,Sci-Fi, Adult,Comedy,Drama, Comedy, Adult,Crime,Mystery, Adult,Romance, Adult, Adult,Comedy,Sci-Fi, Adult,Comedy"
Stanislawa Celinska,1947,NA,"actress,soundtrack","tt1799110,tt0210056,tt0276409,tt0756331",5.942979075372797,nm0148077,"Thriller, Crime,Drama,Mystery, Biography,Musical, Comedy, Drama, Drama,War, Drama,Romance,War, Biography,Drama, Comedy,Musical, Drama,History,Romance, Drama,Romance, Comedy,Drama, Comedy,Drama,Romance"
Sudha Chandran,1965,NA,actress,"tt5323298,tt11033894,tt5466156,tt1491938",6.422579971914639,nm0151534,"Thriller, Crime,Drama,Thriller, Action, Drama,Family,Romance, Comedy, Drama,Fantasy, Comedy,Drama, Action,Drama, Drama,Romance, Drama,Fantasy,Mystery, Drama,Fantasy,Horror, Drama,Family, Fantasy, Family,Musical, Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Drama, Drama, Romance, Drama,Family,Musical, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Thriller, Adult,Drama,Romance"
Divya Dutta,1971,NA,"actress,music_department,miscellaneous","tt2356180,tt11854694,tt0420332,tt1043451",6.091013246331064,nm0244890,"Thriller, Action, Crime, Comedy, Biography,Drama,Musical, Adventure,Comedy,Drama, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Crime,Drama, Romance, Drama,Mystery, Comedy,Drama,Horror, Drama,Musical,Romance, Drama,History, Drama,Romance, Fantasy,Mystery,Romance, Drama,Family, Drama,Family,Music, Fantasy, Action,Crime,Drama, Comedy,Romance, Biography,Drama,War, Drama, Comedy,Drama,Music, Action,Musical, Mystery,Thriller, Biography,Drama,Sport, Biography,Drama, Comedy,Fantasy, Biography,Drama,Thriller, Comedy,Drama,Romance, Drama,Thriller"
