primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
T.L.V. Prasad,1959,NA,"director,writer,editor","tt0286891,tt0294492,tt0113455,tt0314938",5.2375300336313275,nm0997778,"Action,Comedy,Romance, Action,Drama,Horror, Action, Fantasy, Action,Crime,Drama, Crime, Comedy, Drama, Action,Comedy,Crime, Romance, Comedy,Drama, Action,Drama, Musical"
Robert Iscove,1947,NA,"director,miscellaneous,producer","tt0404381,tt0339034,tt0160862,tt0070239",5.478686714213789,nm0410769,"Thriller, Crime,Drama,Thriller, Adventure, Comedy,Romance,Sport, Comedy, Sci-Fi,Thriller, Comedy,Drama, Drama,Romance, Action,Drama,History, Comedy,Family,Musical, Crime,Drama, Comedy,Romance, Family,Fantasy,Musical, Drama, Comedy,Family,Romance, Mystery,Thriller, Comedy,Musical,Romance, Comedy,Drama,Romance, Drama,Thriller, Action,Mystery,Thriller, Drama,Music,Romance, Musical, Sci-Fi"
Mark Jean,NA,NA,"director,writer,producer","tt1065300,tt0116550,tt9103602,tt5063384",5.501246471085085,nm0419865,"Comedy,Fantasy,Romance, Comedy,Family,Fantasy, Comedy, Crime,Mystery,Romance, Drama,Romance, Drama,Mystery,Thriller, Drama,Family, Comedy,Drama,Family, Crime,Drama,Mystery, Comedy,Romance, Drama, Romance, Drama,Mystery, Family, Crime,Mystery"
Hrishikesh Mukherjee,1922,2006,"director,editor,writer","tt0137361,tt0147855,tt0066763,tt0137362",6.2862061403971605,nm0611531,"Drama,Musical,Romance, Comedy, Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Drama,Family, Comedy,Drama,Family, Comedy,Romance, Action,Crime,Drama, Drama, Romance, Drama,Mystery, Drama,Musical,Mystery, Comedy,Fantasy, Drama,Family,Musical, Comedy,Drama,Musical, Comedy,Drama,Romance, Drama,Musical"
Hisayasu Satô,1959,NA,"director,assistant_director,writer","tt0287371,tt0089179,tt0291316,tt0097785",5.1925661327531465,nm0766211,"Comedy,Drama,Horror, Drama,Horror,Sci-Fi, Crime, Comedy, Horror, Horror,Mystery, Drama,Horror, Drama,Horror,Thriller, Crime,Horror,Thriller, Crime,Mystery,Thriller, Drama,Fantasy,Mystery, Horror,Thriller, Crime,Drama,Horror, Comedy,Thriller, Crime,Thriller, Crime,Drama, Drama, Fantasy,Horror,Mystery, Drama,Mystery, Drama,Horror,Mystery, Fantasy,Horror, Crime,Horror, Drama,Thriller, Crime,Horror,Mystery"
Wolfgang Staudte,1906,1984,"director,actor,writer","tt0053996,tt0038769,tt0047940,tt0041826",6.482532051070639,nm0823906,"Drama,Mystery,Romance, Adventure, Crime, Comedy, Family,Fantasy, Comedy,Crime, Comedy,Drama, Western, Comedy,War, Crime,Thriller, Crime,Drama, Drama, Drama,War, Drama,Musical"
Montgomery Tully,1904,1988,"director,writer,producer","tt0039642,tt0061183,tt0219347,tt0050772",5.0501443475519325,nm0876440,"Drama,Mystery,Romance, Crime,Drama,Thriller, Crime, Comedy, Sci-Fi,Thriller, Crime,Drama,Film-Noir, Mystery, Horror,Thriller, Crime,Drama,Sci-Fi, Crime,Thriller, Crime,Drama, Action,Crime,Drama, Crime,Drama,Mystery, Drama, Drama,War, Mystery,Sci-Fi, Drama,Mystery, Drama,Thriller, Crime,Horror,Mystery"
Jason Bourque,NA,NA,"director,writer,producer","tt4053020,tt15508150,tt27698813,tt5352846",5.560474450586798,nm1028302,"Thriller, Crime,Drama,Thriller, Drama,Horror,Thriller, Sci-Fi,Thriller, Drama,Romance, Action,Drama, Documentary, Drama,Family, Comedy,Romance, Action,Adventure,Drama, Drama, Romance, Comedy,Drama,Romance, Drama,Thriller, Sci-Fi"
Spike Lee,1957,NA,"director,producer,writer","tt0097216,tt0104797,tt0102175,tt0091939",6.073521253961256,nm0000490,"Comedy,Drama,Horror, Action,Drama,War, Adventure,Drama,War, Drama,Sport, Documentary,Musical, Biography,Documentary,Sport, Biography,Documentary,Drama, Action,Drama,Mystery, Documentary,Music,Musical, Comedy,Documentary, Adventure,Drama,History, Documentary,History, Comedy,Drama, Crime,Drama,Romance, Documentary, Comedy,Crime,Drama, Crime,Drama, Crime,Drama,Mystery, Drama, Comedy,Drama,Music, Documentary,Music, Documentary,Sport, Comedy,Drama,Musical, Biography,Comedy,Crime"
Claude Chabrol,1930,2010,"director,writer,actor","tt0096336,tt0120018,tt0051404,tt0112769",5.766281190496908,nm0001031,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Comedy,Crime,Thriller, Drama,Romance,Thriller, Music, Comedy,Crime, Drama,Romance, Crime,Mystery,Thriller, Documentary, Comedy,Drama, Drama,Fantasy,Mystery, Documentary,War, Crime,Thriller, Crime,Drama,Mystery, Crime,Drama, Adventure,Comedy,Crime, Drama, Drama,War, Drama,Mystery, Biography,Crime,Drama, Drama,History,Romance, Action,Crime,Thriller, Drama,Thriller"
Curtis Crawford,NA,NA,"art_department,producer,animation_department","tt3731196,tt1536054,tt2172001,tt4048628",4.457912222267405,nm0186733,"Thriller, Crime,Drama,Thriller, Comedy,Romance, Crime,Drama,Mystery, Drama, Crime,Mystery,Thriller, Drama,Mystery,Thriller, Drama,Thriller"
Jean-Claude Roy,1933,2018,"director,writer,producer","tt5289204,tt0143522,tt0178748,tt1360757",4.645026539724737,nm0454879,"Action, Comedy,Romance, Crime,Drama, Crime, Comedy, Drama, Adult,Adventure,Romance, Adult,Drama,Thriller, Comedy,Drama, Action,Adult,Crime, Adult, Adult,Drama, Adult,Comedy"
Philip Leacock,1917,1990,"director,producer,assistant_director","tt0050507,tt0044443,tt0056397,tt0047736",5.6802309253628165,nm0494885,"Adventure,Drama,War, Drama,Family,Romance, Drama,Romance,War, Comedy,Romance,Western, Horror,Mystery,Thriller, Adventure,Horror,Mystery, Drama,Romance, Comedy,Drama, Western, Drama,Family, Horror,Thriller, Crime,Drama, Drama, Drama,War, Fantasy,Mystery,Thriller, Action,Drama,Thriller, Comedy,Sport, Drama,Thriller, Comedy,Western, Drama,History,War"
Halit Refig,1934,2009,"director,writer,assistant_director","tt0284467,tt0288036,tt0286768,tt0184543",5.545329455340751,nm0716340,"Drama,Mystery,Romance, Adventure,History,Romance, Comedy, Adventure,Crime,Thriller, Drama,History, Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Adventure,Drama, Adventure,Crime,Drama, Crime,Drama, Drama, Drama,War, Action,Drama,Romance, Adventure,Fantasy, Drama,History,Romance, Comedy,Drama,Romance, Adventure,Comedy, Drama,Thriller, Drama,Music,Romance"
Zdravko Sotra,1933,NA,"director,writer,assistant_director","tt0402493,tt0326449,tt2054808,tt12769462",6.460856646375433,nm0815638,"Comedy,Drama,War, Comedy, Biography,Comedy,Drama, Documentary,History, Drama,Romance, Comedy,Drama, Documentary, Comedy,War, Drama,Family, Biography,Drama,History, Comedy,Drama,Family, War, Comedy,Romance, Drama, Biography,Drama, Comedy,Family, Drama,History,War"
Yukihiko Tsutsumi,1955,NA,"director,writer,actor","tt0362387,tt4119590,tt3786530,tt0494640",5.770270172803357,nm1066739,"Thriller, Action,Comedy,Fantasy, Crime,Mystery, Action, Comedy,Crime,Horror, Comedy, Action,Comedy, Horror, Adventure,Comedy,Drama, Comedy,Drama, Mystery, Horror,Mystery,Sci-Fi, Horror,Thriller, Adventure,Fantasy,Mystery, Crime,Drama,Mystery, Crime,Drama, Drama,Mystery, Romance, Comedy,Drama,Horror, Adventure, Drama,Fantasy, Music, Comedy,Mystery, Comedy,Romance, Drama,Music, Drama, Mystery,Thriller, Adventure,Fantasy, Comedy,Drama,Romance, Comedy,Crime,Mystery"
Jesús Franco,1930,2013,"writer,director,actor","tt0072904,tt0086428,tt0067846,tt0092311",5.357616755625916,nm0001238,"Action,Thriller, Crime, Adult,Drama,Horror, Horror, Action,Comedy, Horror,Western, Comedy,Crime, Comedy,Drama, Comedy,Sci-Fi, Drama,Mystery,Thriller, Adventure,Crime,Horror, Comedy,Crime,Drama, Horror,Thriller, Action,Adventure,Drama, Drama,Thriller,War, Adult,Crime, Adventure,Comedy, Adventure,Drama,Horror, Crime,Horror,Mystery, Adventure,Drama,Fantasy, Drama,Sci-Fi,Thriller, Action,Adventure, Adventure,Horror,Mystery, Crime,Drama,Romance, Adventure,Crime,Romance, Comedy,Horror,Mystery, Horror,Mystery,Romance, Comedy,Musical, Action,Sport, Adult, Drama,Thriller, Adventure,Crime, Thriller, Action,Drama,War, Action, Crime,Drama,Thriller, Adult,Comedy,Drama, Comedy, Horror,Mystery, Drama,Horror, Drama,Horror,Thriller, Western, Adult,Horror, Action,Adventure,Comedy, Crime,Thriller, Crime,Drama, Action,Adventure,Crime, Romance, Action,Crime,Thriller, Adult,Horror,Thriller, Action,Adult,Adventure, Adult,Drama,Romance, Comedy,Western, Comedy,Horror, Biography,Horror, Comedy,Drama,Horror, Adventure, Comedy,Crime,Thriller, Horror,Mystery,Thriller, Action,Adventure,Horror, Comedy,Horror,Music, Adult,Drama, Crime,Drama,Horror, Horror,Sci-Fi, War, Adventure,Crime,Drama, Action,Crime,Drama, Drama, Drama,War, Action,Adventure,Thriller, Mystery,Thriller, Adventure,Thriller, Adult,Comedy"
Fatin Abdulwahhab,1913,1972,"director,actor,writer","tt0225044,tt0342556,tt0342581,tt0376915",5.73289098476557,nm0008152,"Comedy,Fantasy,Horror, Comedy,Fantasy,Romance, Crime,Drama,Thriller, Crime,Romance, Drama,Musical,Romance, Comedy, Drama,Sport, Drama,Romance, Comedy,Drama, Comedy,War, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Comedy,Thriller, Comedy,Romance, Crime,Drama, Drama, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Musical"
Roberto Bianchi Montero,1907,1986,"director,writer,actor","tt0211033,tt0063974,tt0076195,tt0069186",4.712611187625834,nm0080576,"Action,War, Adventure, Comedy, Western, Documentary, Drama,Western, Crime,Drama,Horror, Crime,Thriller, War, Crime,Drama, Action,Adventure,Drama, Drama, Action,Drama,Thriller, Adult, Action,Crime,Horror, Comedy,Western, Adult,Comedy"
Richard A. Colla,1936,NA,"actor,director,producer","tt0078025,tt0068617,tt0070585,tt0077215",5.463633274305052,nm0171619,"Thriller, Crime,Drama,Thriller, Adventure, Sci-Fi,Thriller, Drama,Romance, Action,Drama, Drama,Mystery,Thriller, Biography,Drama,History, Crime,Drama, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Biography,Drama, Biography,Drama,Sport, Drama,Sci-Fi, Drama,Thriller, Drama,Musical, Adventure,Drama,Sci-Fi, Crime,Mystery"
Erwin C. Dietrich,1930,2018,"producer,writer,director","tt0260809,tt0079197,tt0064945,tt0155604",4.397623310887982,nm0226244,"Action,Thriller, Crime,Romance, Crime,Drama,Thriller, Comedy, Horror,Mystery, Action,Adventure, Adult,Drama, War, Drama,Music, Adult,Comedy,Crime, Drama, Comedy,Fantasy, Adventure,Comedy, Adult, Adult,Comedy"
Kiyoshi Kurosawa,1955,NA,"director,writer,actor","tt4173478,tt0938341,tt0123948,tt0286751",5.480928812064044,nm0475905,"Crime,Horror,Mystery, Crime,Drama,Thriller, Drama,Fantasy,Romance, Horror, Drama,Romance,Sci-Fi, Horror,Mystery,Thriller, Comedy,Drama, Horror,Mystery,Sci-Fi, Drama,Fantasy,Horror, Comedy,Crime,Drama, Crime,Drama,Horror, Horror,Sci-Fi,Thriller, Horror,Sci-Fi, Drama, Drama,Mystery, Mystery,Thriller, Comedy,Musical, Drama,Sci-Fi, Comedy,Fantasy,Thriller, Action,Crime,Thriller, Crime,Drama,Fantasy, Drama,History,War, Sci-Fi"
Lew Landers,1901,1962,"director,actor,miscellaneous","tt0031774,tt0187669,tt0032065,tt0030760",4.907598774863721,nm0484645,"Adventure,History,Romance, Adventure, Comedy, Horror, Drama,Music,Western, Adventure,Family,Sci-Fi, Adventure,War, Action,Adventure, Crime,Drama,Film-Noir, Western, Adventure,Western, Action,Adventure,Romance, Adventure,Romance, Adventure,Crime,Drama, Action,Adventure,Crime, Action,Crime,Drama, Drama,Music, Crime,Drama, Drama, Drama,War, Action,Adventure,Drama, Action,Adventure,Fantasy, Action,Adventure,History, Adventure,Family,Fantasy, Adventure,Sci-Fi, Drama,History,Romance, Adventure,Drama,Romance"
Gilberto Martínez Solares,1906,1997,"director,writer,cinematographer","tt0038414,tt0353354,tt0044412,tt0076397",6.152583545065639,nm0554924,"Comedy,Family,Music, Comedy,Fantasy,Horror, Action, Adventure,Drama,Western, Comedy, Adventure,Comedy,Family, Horror, Action,Comedy, Adventure,Comedy,Drama, Comedy,Crime, Comedy,Drama, Comedy,Crime,Drama, Action,Adventure,Comedy, Comedy,Drama,Family, Action,Adventure,Drama, Comedy,Musical,Romance, Comedy,Drama,Musical, Action,Crime,Thriller, Comedy,Crime,Romance, Action,Comedy,Drama, Adventure,Comedy, Drama,Family,Fantasy, Comedy,Western, Comedy,Music, Action,Adventure, Horror,Mystery,Thriller, Comedy,Fantasy,Musical, Drama,Romance, Crime,Drama,Romance, Action,Adventure,Horror, Fantasy,Sci-Fi,Thriller, Action,Drama, Comedy,Crime,Musical, Drama,Family, Comedy,Drama,Thriller, Action,Crime,Drama, Drama,Music, Drama, Comedy,Drama,Music, Comedy,Horror,Mystery, Comedy,Family,Romance, Action,Adventure,Fantasy, Comedy,Musical, Comedy,Fantasy, Action,Adventure,Mystery, Comedy,Fantasy,Sci-Fi, Comedy,Drama,Romance, Comedy,Family, Comedy,Crime,Mystery"
Priyadarshan,1957,NA,"director,writer,music_department","tt0995031,tt5548032,tt1286811,tt0255289",6.37758050537344,nm0698184,"Thriller, Comedy,Drama,Mystery, Action, Crime, Comedy, Comedy,Drama, Comedy,Crime,Drama, Action,Adventure,Drama, Drama,Musical,Mystery, Romance, Action,Drama,Romance, Crime,Drama,Musical, Comedy,Drama,Musical, Action,Drama,Thriller, Action,Crime,Thriller, Drama,Family,Thriller, Action,Comedy,Drama, Drama,Romance, Action,Drama, Action,Drama,History, Comedy,Romance,Thriller, Action,Drama,Musical, Comedy,Thriller, Comedy,Romance, Action,Crime,Drama, Comedy,Horror,Mystery, Action,Comedy,Crime, Drama, Comedy,Drama,Romance, Comedy,Crime,Mystery"
Clara Kuperberg,1975,NA,"writer,director,editor","tt5721744,tt0972372,tt4610124,tt14695214",5.665038700448507,nm1760795,"Biography,Documentary, Biography,Documentary,Music, Biography,Documentary,History, Documentary,History, Documentary"
Metin Erksan,1929,2012,"director,writer,producer","tt0062322,tt0435045,tt0279187,tt0076201",5.7937321784810845,nm0259499,"Horror, Drama,Fantasy, Drama,Romance, Adventure,Romance, Adventure,Crime,Drama, Comedy,Romance, Crime,Drama, Drama, Romance, Biography,Drama, Comedy,Drama,Romance, Adventure,Comedy, Drama,Thriller, Adventure,Crime"
Chih-Hung Kuei,1937,1999,"director,assistant_director,writer","tt0400699,tt0934571,tt0066010,tt0377016",5.230305775567325,nm0346640,"Comedy,Fantasy,Horror, Comedy, Action,Comedy, Horror, Drama,Horror,Thriller, Drama,Horror, Horror,Mystery,Thriller, Crime,Horror,Thriller, Action,Drama, Horror,Thriller, Crime,Thriller, Action,Drama,Horror, Action,Crime,Drama, Action,Adventure,Crime, Comedy,Romance, Crime,Fantasy,Horror, Drama, Action,Crime,Horror, Comedy,Horror, Crime,Horror,Mystery"
Miklós Jancsó,1921,2014,"director,writer,actor","tt0104657,tt0061537,tt0057381,tt0067467",5.815813191828615,nm0417352,"Drama,Musical,War, Comedy, Drama, Drama,War, Documentary,Music, Drama,History, Comedy,Drama, Documentary, Drama,Musical, Drama,History,War"
Rainer Kaufmann,1959,NA,"director,writer,actor","tt0114523,tt0109712,tt0453516,tt2261933",5.545090367237441,nm0442345,"Thriller, Comedy,Drama,Family, Crime,Drama,Thriller, Comedy,Romance, Crime, Comedy, Drama, Comedy,Crime, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Comedy,Crime,Drama, Comedy,Crime,Mystery"
Michele Massimo Tarantini,1942,NA,"writer,director,assistant_director","tt0089562,tt0089134,tt0210066,tt0076774",4.532795891473767,nm0850212,"Action, Action,Crime,Drama, Comedy, Drama, Comedy,Drama,Music, Action,Adventure,Fantasy, Comedy,Fantasy,Musical, Comedy,Crime, Action,Crime, Action,Adventure,Horror, Comedy,Mystery, Drama,Family"
Jared Cohn,NA,NA,"director,actor,writer","tt1869315,tt6744988,tt3924782,tt2240312",4.3076763551409485,nm1714788,"Thriller, Action,Thriller, Action, Adventure, Horror, Action,Sci-Fi, Biography, Action,Drama,Sci-Fi, Action,Drama, Action,Adventure,Horror, Horror,Thriller, Action,Horror, Comedy,Romance, Adventure,Comedy,Crime, Action,Sci-Fi,Thriller, Action,Adventure,Crime, Drama, Action,Adventure,Sci-Fi, Drama,Horror,Mystery, Action,Horror,Thriller, Crime,Horror,Musical, Drama,Thriller"
Alfonso Brescia,1930,2001,"director,writer,assistant_director","tt0073804,tt0157383,tt0059055,tt0290240",4.892563878146885,nm0107664,"Thriller, Action, Crime,Drama,Thriller, Action,Fantasy, Comedy, Adventure,Comedy,Western, Action,Romance,Western, Western, Drama,Western, Action,Adventure,Comedy, War, Adult,Sci-Fi, Crime,Drama, Action,Crime,Drama, Action,Adventure,Drama, Drama, Drama,War, Adventure,Sci-Fi, Action,Crime,Romance, Adventure,Drama,Family, Action,Comedy,Drama, Drama,Musical, Crime,Horror,Mystery, Sci-Fi"
Süreyya Duru,1930,1988,"director,producer,writer","tt0277777,tt0279681,tt0386412,tt0273524",5.29030408225821,nm0244421,"Adventure, Comedy, Adventure,Drama,History, Drama,Romance, Comedy,Drama, Adventure,History, Biography,History,War, Adventure,Drama, Action,Crime,Drama, Crime,Drama,Mystery, Drama, Biography,Drama, Adventure,Fantasy, Action,Adventure,History, Comedy,Fantasy, Adventure,Comedy, Adventure,Crime, Adventure,Drama,Romance"
Walter Grauman,1922,2015,"director,producer,writer","tt0059971,tt0060531,tt0052520,tt0066179",5.650509347303634,nm0336139,"Thriller, Action,Drama,War, Crime,Drama,Thriller, Adventure, Horror, Biography,Comedy,Drama, Drama,Horror, Drama,Horror,Thriller, Horror,Mystery,Thriller, Drama,Mystery,Sci-Fi, Crime,Mystery,Thriller, Drama,Romance, Action,Drama, Horror,Thriller, Action,Crime,Drama, Crime,Drama,Mystery, Crime,Drama, Drama, Drama,War, Drama,Mystery, Animation,Comedy, Drama,Sci-Fi, Drama,Thriller, Drama,History,War"
Sirri Gültekin,1924,2008,"director,producer,actor","tt0431499,tt7147780,tt7145222,tt6045758",5.005029363346983,nm0351531,"Adventure,Romance, Comedy,Romance, Comedy, Drama, Drama,War, Romance, Drama,Romance, Comedy,Drama, Adventure,Comedy, Adult"
Shûsuke Kaneko,1955,NA,"director,writer,assistant_director","tt0143238,tt0758742,tt0094595,tt0113142",5.6474290094443065,nm0437526,"Fantasy,Horror,Thriller, Comedy, Horror, Action,Comedy, Action,Sci-Fi, Comedy,Music,Romance, Comedy,Fantasy,Musical, Comedy,Drama, Drama,Romance, Drama,Fantasy,Mystery, Drama,Mystery,Thriller, Crime,Drama,Horror, Action,Drama,Fantasy, Adventure,Crime,Drama, Drama,Music, Action,Adventure,Drama, Action,Adventure,Fantasy, Crime,Drama,Fantasy, Comedy,Drama,Romance, Comedy,Horror"
Rolf Thiele,1918,1994,"director,producer,writer","tt0288537,tt0058757,tt0043934,tt0051963",5.657558835681163,nm0857941,"Comedy,Thriller, Crime,Drama, Comedy,Romance, Comedy, Drama, Drama,Fantasy, Comedy,Crime, Comedy,Drama, Comedy,Horror"
Chano Urueta,1895,1979,"director,writer,actor","tt0044416,tt0256058,tt0271750,tt0065214",5.710004935177361,nm0882190,"Crime,Drama,Thriller, Comedy, Horror, Comedy,Drama, Western, Horror,Sci-Fi,Thriller, Crime,Thriller, Comedy,Drama,Family, Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Drama, Comedy,Drama,Musical, Fantasy,Horror,Thriller, Horror,Mystery,Western, Adventure,Horror,Mystery, Drama,Fantasy,Horror, Drama,Western, Horror,Sci-Fi, Comedy,Drama,Western, Action,Horror,Mystery, Comedy,Romance, Action,Sci-Fi,Thriller, Adventure,Comedy,Crime, Action,Crime,Drama, Drama, Action,Adventure,Western, Drama,Music, Comedy,Musical, Comedy,Drama,Romance, Drama,Thriller, Comedy,Musical,Western, Drama,Musical"
Herman Yau,1961,NA,"director,cinematographer,writer","tt2495118,tt0441326,tt5847286,tt9597838",5.278691680076582,nm0946875,"Action,Thriller, Crime,Drama,Thriller, Action, Crime, Comedy, Comedy,Crime,Horror, Horror, Horror,Mystery, Comedy,Crime, Crime,Horror,Thriller, Comedy,Drama, Action,Animation, Drama,Mystery,Thriller, Horror,Thriller, Crime,Thriller, Action,Comedy,Romance, Crime,Drama, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Crime,Romance, Comedy,Horror, Crime,Horror,Mystery, Crime,Romance,Thriller, Fantasy,Horror,Thriller, Action,Comedy,Family, Comedy,Horror,Thriller, Crime,Drama,Romance, Crime,Mystery,Thriller, Comedy,Mystery, Drama,Romance, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Mystery,Thriller, Biography,Drama, Action,Biography,Drama, Action,Crime, Comedy,Drama,Romance, Comedy,Crime,Mystery"
Martin Scorsese,1942,NA,"producer,director,actor","tt0070379,tt0099685,tt0075314,tt5537002",7.032434044431641,nm0000217,"Crime,Drama,Thriller, Crime,Drama,History, Drama,Sport, Drama,History, Biography,Documentary,History, Documentary,History, Drama,Romance, Crime,Drama,Romance, Documentary, Documentary,History,News, Comedy,Crime,Drama, Biography,Drama,History, Crime,Thriller, Crime,Drama, Drama, Biography,Documentary,Music, Biography,Drama, Drama,Music,Musical, Biography,Drama,Sport, Biography,Crime,Drama, Mystery,Thriller, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller, Biography,Comedy,Crime"
John Woo,1946,NA,"director,producer,writer","tt0104684,tt0092263,tt0119094,tt0425637",5.8125309146678195,nm0000247,"Adventure,Drama,Musical, Comedy,Fantasy,Horror, Action,Drama,War, Action,Thriller, Action, Action,Mystery,Sci-Fi, Comedy,Family,Fantasy, Action,Comedy, Action,Adventure, Action,Crime,Sci-Fi, Action,Drama, Action,Adventure,Comedy, Action,Crime,Drama, Action,Adventure,Drama, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Drama,History,Romance, Adventure,Sci-Fi, Action,Crime,Thriller, Action,Comedy,Drama"
Stephen Frears,1941,NA,"director,producer,actor","tt0301199,tt0094947,tt2431286,tt0436697",6.02612926474352,nm0001241,"Crime,Drama,Thriller, Drama,Romance,Western, Biography,Comedy,Drama, Drama,History, Drama,Romance, Comedy,Drama, Comedy,Crime,Drama, Drama, Comedy,Drama,Music, Biography,Drama, Biography,Drama,Sport, Comedy,Drama,Romance, Drama,Thriller, Drama,Horror,Romance"
Michel Caputo,1947,NA,"director,writer,actor","tt1184999,tt0084903,tt0091025,tt1346329",4.315021028945114,nm0135781,"Crime,Drama, Action,Crime,Drama, Comedy, Adult, Adult,Drama, Adult,Comedy"
Pasquale Festa Campanile,1927,1986,"writer,director,miscellaneous","tt0054248,tt0072819,tt0056389,tt0057091",5.237847522499914,nm0275269,"Adventure,Comedy,Romance, Comedy,Drama,War, Crime,Drama,Thriller, Comedy, Comedy,Drama, Drama,Romance, Comedy,Sci-Fi, Action,Adventure,Comedy, Comedy,Romance, Crime,Drama, Drama, Comedy,Fantasy,Sci-Fi, Comedy,Drama,Romance, Comedy,Family, Comedy,Crime,Romance, Drama,Thriller"
Lewis Gilbert,1920,2018,"director,writer,producer","tt0079574,tt0085478,tt0113269,tt0060086",5.59634138389896,nm0318150,"Adventure,Comedy,Romance, Crime,Drama,Thriller, Adventure, Adventure,Drama,War, Comedy, Drama,Horror, Crime,Drama,Film-Noir, Comedy,Drama, Drama,Romance, Drama,Romance,Sport, Crime,Film-Noir,Thriller, Action,Drama,History, Comedy,Romance,War, Crime,Drama, Biography,Drama,War, Action,Adventure,Drama, Drama, Drama,War, Action,Adventure,Sci-Fi, Action,Adventure,Thriller, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,History,War"
Masud Kimiai,1941,NA,"director,writer,producer","tt1724554,tt5888276,tt11120670,tt0099352",5.305868684373171,nm0453953,"Adventure,Crime,Drama, Crime,Drama, Drama, Drama,Thriller,War, Drama,Romance,Thriller, Action,History,Thriller, Action,Drama,Thriller, Crime,Drama,Romance, Action,Drama, Drama,Romance, Drama,Thriller"
Harald Reinl,1908,1986,"director,writer,editor","tt0043834,tt0065702,tt0041171,tt0052829",5.216299665541756,nm0718243,"Thriller, Action,Thriller, Adventure,Drama,Western, Comedy, Horror,Mystery, Western, Documentary, Comedy,Crime,Drama, Crime,Thriller, Crime,Drama, Romance, Crime,Mystery,Sci-Fi, Comedy,Musical,Romance, Drama,History,Romance, Adventure,Comedy, Crime,Horror,Mystery, Adventure, Comedy,Music, Adventure,Crime,Romance, Drama,Romance, Adventure,Western, Crime,Drama,Horror, Adventure,Drama, Comedy,Romance, Action,Adventure,Western, Drama, Drama,War, Mystery,Thriller, Adventure,Fantasy, Comedy,Drama,Romance"
Sidney Lumet,1924,2011,"director,producer,writer","tt0292963,tt0072890,tt0070666,tt0050083",6.3849264944292035,nm0001486,"Crime,Drama,Thriller, Crime,Mystery,Romance, Drama,Romance,War, Biography,Documentary,History, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Family,Musical, Crime,Drama, Crime,Drama,Mystery, Comedy,Romance, Drama, Drama,War, Drama,Mystery, Biography,Crime,Drama, Adventure,Family,Fantasy, Crime,Drama,Music, Action,Crime,Thriller, Drama,Thriller, Biography,Comedy,Crime, Musical, Comedy,Crime,Mystery"
Ferdinando Baldi,1917,2007,"director,writer,miscellaneous","tt0060143,tt0189844,tt0254814,tt0090292",4.983138183842632,nm0049728,"Action, Crime,Drama,Thriller, Action,War, Comedy, Drama,Horror,Thriller, Adventure,Drama,History, Western, Musical,Western, Action,Drama,History, Drama,Western, Action,Drama,Western, Action,Drama,Family, Action,Adventure,Comedy, Adventure,Drama, Action,Adventure,Drama, Comedy,Musical, Adventure,Fantasy, Action,Drama,Thriller, Drama,Thriller, Comedy,Western, Crime,Horror,Mystery"
Bapu,1933,2014,"director,writer,art_director","tt1453939,tt1783377,tt0155887,tt0156082",6.467554420018163,nm0052677,"Action,Thriller, Biography,Drama,Family, Action,Family, Drama,Fantasy, Comedy,Drama, Action,Drama, Drama,Romance, Drama,Family, Action,Drama,Fantasy, Family,Musical, Drama,History,Musical, Drama, Romance, Drama,Family,Musical, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Family,Fantasy, Drama,Musical, Adventure,Drama,Fantasy"
Türker Inanoglu,1936,NA,"producer,director,writer","tt0845088,tt0368809,tt0434735,tt0373957",5.540978931056542,nm0408389,"Adventure, Comedy, Adventure,Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Western, Adventure,Drama, Comedy,Drama,Family, Adventure,Romance, Comedy,Romance, Drama, Romance, Drama,History,Romance, Comedy,Drama,Romance, Adventure,Comedy, Adventure,Drama,Family, Family, Adventure,Crime"
